Timestamp,open,high,low,close,volume,VWMA,ma_pdif,abs_pdif,RSI,MACD,Signal,MA20,20dSTD,UpperBand,LowerBand,Momentum,ROC
20230602143735,0.3964497041420003,0.37999999999999545,0.39173228346457734,0.381889763779526,4648443.0,396.16,0.15,0.07,40.0,-0.08,-0.07,396.15,0.2,396.55,395.75,-0.21,-0.0005
20230602143740,0.38264299802760604,0.3709999999999951,0.37992125984251857,0.37007874015748143,5185173.0,396.14,0.19,0.06,50.77,-0.08,-0.07,396.13,0.2,396.53,395.73,-0.09,-0.0002
20230602143745,0.3846153846153726,0.3719999999999999,0.37992125984251857,0.3838582677165334,5364344.0,396.13,0.11,0.07,47.11,-0.08,-0.08,396.11,0.19,396.49,395.73,-0.09,-0.0002
20230602143750,0.3846153846153726,0.367999999999995,0.35728346456693316,0.3523622047244146,4649518.0,396.1,0.24,0.16,39.39,-0.08,-0.08,396.08,0.18,396.44,395.72,-0.22,-0.0006
20230602143755,0.35305719921103673,0.3719999999999999,0.35629921259842945,0.3877952755905625,5192271.0,396.08,0.04,0.18,43.66,-0.08,-0.08,396.06,0.15,396.36,395.76,0.08,0.0002
20230602143800,0.3885601577909199,0.3719999999999999,0.36417322834645915,0.3661417322834666,4655679.0,396.05,0.12,0.11,45.93,-0.08,-0.08,396.03,0.12,396.27,395.79,-0.02,-0.0001
20230602143805,0.3668639053254452,0.3719999999999999,0.3759842519685179,0.3759842519685179,3581699.0,396.03,0.05,0.05,45.11,-0.07,-0.08,396.02,0.1,396.22,395.82,0.08,0.0002
20230602143810,0.3767258382642922,0.367999999999995,0.3740157480315105,0.36417322834647337,3761155.0,396.02,0.1,0.06,44.12,-0.07,-0.07,396.02,0.1,396.22,395.82,0.06,0.0002
20230602143815,0.36489151873766446,0.3580000000000041,0.3661417322834666,0.36417322834647337,4477905.0,396.02,0.1,0.0,48.39,-0.07,-0.07,396.01,0.1,396.21,395.81,-0.24,-0.0006
20230602143820,0.37475345167652563,0.37599999999999056,0.368110236220474,0.3740157480315105,3045441.0,396.01,0.04,0.05,50.78,-0.07,-0.07,396.0,0.1,396.2,395.8,-0.11,-0.0003
20230602143825,0.37475345167652563,0.3779999999999859,0.38385826771654763,0.39173228346457734,5021603.0,396.01,0.05,0.09,56.06,-0.06,-0.07,395.99,0.08,396.15,395.83,0.05,0.0001
20230602143830,0.3925049309664672,0.3859999999999957,0.37795275590551114,0.368110236220474,5560264.0,395.99,0.05,0.12,52.86,-0.06,-0.07,395.98,0.08,396.14,395.82,-0.01,-0.0
20230602143835,0.36883629191321177,0.35199999999998965,0.36417322834645915,0.354330708661422,4664029.0,395.98,0.11,0.07,37.61,-0.06,-0.07,395.97,0.08,396.13,395.81,-0.15,-0.0004
20230602143840,0.35305719921103673,0.3359999999999985,0.3307086614173329,0.3248031496063106,4126294.0,395.97,0.25,0.15,35.480000000000004,-0.08,-0.07,395.96,0.09,396.14,395.78,-0.14,-0.0004
20230602143845,0.3254437869822482,0.31799999999998363,0.295275590551185,0.2854330708661479,5203554.0,395.94,0.42,0.2,32.120000000000005,-0.1,-0.08,395.93,0.14,396.21,395.65,-0.52,-0.0013
20230602143850,0.3076923076923066,0.28999999999999204,0.2716535433070959,0.27362204724410333,5563720.0,395.91,0.45,0.06,32.120000000000005,-0.13,-0.09,395.91,0.17,396.25,395.57,-0.47,-0.0012
20230602143855,0.27416173570019,0.2799999999999869,0.28346456692914046,0.28937007874016274,4322092.0,395.89,0.35,0.08,32.61,-0.14,-0.1,395.89,0.19,396.27,395.51,-0.44,-0.0011
20230602143900,0.28402366863905115,0.26599999999999113,0.27559055118111075,0.2657480314960736,4683899.0,395.87,0.45,0.12,33.58,-0.16,-0.11,395.87,0.22,396.31,395.43,-0.5,-0.0013
20230602143905,0.26627218934910957,0.2639999999999958,0.2696850393700885,0.27559055118111075,5765181.0,395.85,0.38,0.05,26.450000000000003,-0.16,-0.12,395.83,0.22,396.27,395.39,-0.45,-0.0011
20230602143910,0.27613412228797074,0.2740000000000009,0.2854330708661479,0.27559055118111075,5585564.0,395.81,0.34,0.0,29.090000000000003,-0.17,-0.13,395.8,0.23,396.26,395.34,-0.5,-0.0013
20230602143915,0.2781065088757373,0.27199999999999136,0.2874015748031553,0.2854330708661479,4504977.0,395.78,0.26,0.05,29.090000000000003,-0.16,-0.14,395.78,0.23,396.24,395.32,-0.54,-0.0014
20230602143920,0.2859960552268177,0.28899999999998727,0.295275590551185,0.28937007874016274,5586860.0,395.76,0.22,0.02,32.08,-0.16,-0.14,395.76,0.24,396.24,395.28,-0.4,-0.001
20230602143925,0.289940828402365,0.2839999999999918,0.2854330708661479,0.3011811023622215,4513818.0,395.74,0.14,0.06,35.709999999999994,-0.15,-0.14,395.74,0.23,396.2,395.28,-0.27,-0.0007
20230602143930,0.299802761341212,0.347999999999999,0.309055118110237,0.36417322834647337,5959674.0,395.73,0.19,0.32,48.2,-0.11,-0.14,395.74,0.23,396.2,395.28,0.2,0.0005
20230602143935,0.35700197238658404,0.37999999999999545,0.3661417322834666,0.381889763779526,7044641.0,395.75,0.26,0.09,48.2,-0.08,-0.12,395.74,0.23,396.2,395.28,0.49,0.0012
20230602143940,0.38264299802760604,0.40399999999999636,0.39173228346457734,0.40748031496063675,5058482.0,395.75,0.39,0.13,57.14,-0.04,-0.11,395.75,0.24,396.23,395.27,0.68,0.0017
20230602143945,0.41222879684417535,0.4099999999999966,0.40157480314961447,0.42322834645671037,5239738.0,395.77,0.45,0.08,62.41,0.0,-0.09,395.76,0.26,396.28,395.24,0.68,0.0017
20230602143950,0.4240631163708031,0.4159999999999968,0.42125984251970294,0.43110236220472586,6143544.0,395.79,0.47,0.04,70.77,0.04,-0.06,395.78,0.28,396.34,395.22,0.84,0.0021
20230602143955,0.4319526627218835,0.4339999999999975,0.4330708661417475,0.43700787401576235,5075545.0,395.81,0.48,0.03,84.07,0.06,-0.04,395.8,0.3,396.4,395.2,0.82,0.0021
20230602144000,0.43786982248521156,0.4519999999999982,0.4468503937007995,0.45078740157481434,5620023.0,395.83,0.53,0.07,89.47,0.09,-0.01,395.82,0.33,396.48,395.16,0.89,0.0023
20230602144005,0.45167652859960583,0.45400000000000773,0.43110236220472586,0.42125984251968873,5439445.0,395.85,0.36,0.15,77.69,0.1,0.01,395.82,0.33,396.48,395.16,0.69,0.0017
20230602144010,0.4240631163708031,0.43599999999999284,0.42322834645669616,0.45078740157481434,5258767.0,395.86,0.5,0.15,87.9,0.11,0.03,395.84,0.35,396.54,395.14,0.82,0.0021
20230602144015,0.45167652859960583,0.44999999999998863,0.4330708661417475,0.42322834645671037,5984715.0,395.88,0.34,0.14,78.2,0.12,0.05,395.86,0.36,396.58,395.14,0.62,0.0016
20230602144020,0.43392504930965003,0.41799999999999216,0.4173228346456739,0.42322834645671037,5260077.0,395.89,0.33,0.0,78.2,0.11,0.06,395.89,0.37,396.63,395.15,0.3,0.0008
20230602144025,0.4240631163708031,0.40800000000000125,0.3602362204724585,0.37204724409448886,6359679.0,395.9,0.06,0.26,64.28999999999999,0.09,0.07,395.91,0.36,396.63,395.19,-0.05,-0.0001
20230602144030,0.38658777120313914,0.36999999999999034,0.3444881889763849,0.34842519685039974,5815058.0,395.92,0.08,0.12,59.15,0.06,0.07,395.93,0.35,396.63,395.23,-0.3,-0.0008
20230602144035,0.33925049309664246,0.4189999999999827,0.34842519685039974,0.434055118110237,5997172.0,395.96,0.31,0.435,66.75,0.08,0.07,395.97,0.34,396.65,395.29,0.055,0.0001
20230602144040,0.44575936883627776,0.43599999999999284,0.44488188976377785,0.45078740157481434,4725450.0,395.99,0.37,0.085,62.36,0.09,0.07,396.01,0.33,396.67,395.35,0.1,0.0003
20230602144045,0.4497041420118393,0.4439999999999884,0.4488188976378069,0.4429133858267704,4180443.0,396.03,0.29,0.04,58.96,0.1,0.08,396.05,0.31,396.67,395.43,0.03,0.0001
20230602144050,0.4437869822485112,0.44199999999999307,0.427165354330711,0.4429133858267704,5453269.0,396.07,0.25,0.0,55.62,0.1,0.08,396.1,0.28,396.66,395.54,-0.04,-0.0001
20230602144055,0.4437869822485112,0.4679999999999893,0.440944881889763,0.48228346456693316,4015567.0,396.11,0.41,0.2,58.72,0.12,0.09,396.15,0.26,396.67,395.63,0.31,0.0008
20230602144100,0.4733727810650947,0.46999999999998465,0.47440944881890346,0.48031496062992574,5111419.0,396.15,0.36,0.01,57.4,0.13,0.1,396.2,0.23,396.66,395.74,0.15,0.0004
20230602144105,0.49309664694278865,0.4899999999999949,0.486220472440948,0.4842519685039406,5294655.0,396.2,0.33,0.02,57.14,0.14,0.11,396.24,0.19,396.62,395.86,0.31,0.0008
20230602144110,0.48422090729782497,0.47399999999998954,0.427165354330711,0.4173228346456739,5113785.0,396.23,0.04,0.34,45.64,0.12,0.11,396.26,0.18,396.62,395.9,-0.03,-0.0001
20230602144115,0.42998027613411693,0.4299999999999926,0.43110236220472586,0.44488188976377785,4201218.0,396.25,0.08,0.14,53.09,0.12,0.11,396.27,0.17,396.61,395.93,0.37,0.0009
20230602144120,0.44575936883627776,0.4439999999999884,0.4330708661417475,0.45866141732284404,5115330.0,396.27,0.13,0.07,51.08,0.12,0.11,396.28,0.17,396.62,395.94,0.56,0.0014
20230602144125,0.45956607495068624,0.46399999999999864,0.43897637795275557,0.42913385826771844,4024314.0,396.27,0.02,0.15,50.8,0.1,0.11,396.29,0.17,396.63,395.95,-0.025,-0.0001
20230602144130,0.42998027613411693,0.45599999999998886,0.43897637795275557,0.44488188976377785,4756299.0,396.28,0.05,0.08,52.82,0.1,0.11,396.29,0.17,396.63,395.95,-0.03,-0.0001
20230602144135,0.44575936883627776,0.4439999999999884,0.43897637795275557,0.45078740157481434,4573878.0,396.28,0.08,0.03,61.63,0.09,0.1,396.29,0.17,396.63,395.95,0.04,0.0001
20230602144140,0.45167652859960583,0.44599999999999795,0.4488188976378069,0.46062992125985147,5672141.0,396.29,0.12,0.05,67.27000000000001,0.09,0.1,396.3,0.17,396.64,395.96,0.09,0.0002
20230602144145,0.461538461538467,0.45699999999999363,0.4645669291338663,0.46653543307087375,2744757.0,396.29,0.15,0.03,56.63,0.09,0.1,396.31,0.17,396.65,395.97,-0.08,-0.0002
20230602144150,0.46745562130176666,0.49399999999998556,0.4685039370078812,0.5078740157480297,3659893.0,396.31,0.34,0.21,60.58,0.11,0.1,396.32,0.19,396.7,395.94,0.14,0.0004
20230602144155,0.5088757396449637,0.4959999999999951,0.4921259842519703,0.5098425196850513,5494857.0,396.32,0.34,0.01,62.69,0.12,0.11,396.34,0.2,396.74,395.94,0.13,0.0003
20230602144200,0.5285996055226718,0.5339999999999918,0.5255905511811108,0.5393700787401627,5495671.0,396.35,0.46,0.15,66.44,0.14,0.11,396.37,0.22,396.81,395.93,0.62,0.0016
20230602144205,0.5335305719921024,0.5259999999999962,0.5374015748031553,0.5295275590551256,5679542.0,396.38,0.38,0.05,58.96,0.16,0.12,396.41,0.22,396.85,395.97,0.43,0.0011
20230602144210,0.5305719921104526,0.5219999999999914,0.5216535433070959,0.5157480314960736,4947301.0,396.42,0.27,0.07,56.43,0.16,0.13,396.46,0.18,396.82,396.1,0.29,0.0007
20230602144215,0.5167652859960441,0.5079999999999956,0.4940944881889777,0.517716535433081,5314584.0,396.47,0.23,0.01,56.12,0.16,0.14,396.48,0.18,396.84,396.12,0.45,0.0011
20230602144220,0.5187376725838249,0.5139999999999958,0.5137795275590662,0.5216535433070959,5315224.0,396.5,0.22,0.02,74.77,0.16,0.14,396.5,0.19,396.88,396.12,0.39,0.001
20230602144225,0.5226824457593722,0.5079999999999956,0.5078740157480439,0.5059055118110223,5147116.0,396.51,0.13,0.08,65.35,0.15,0.14,396.51,0.18,396.87,396.15,0.28,0.0007
20230602144230,0.5069033530571971,0.5369999999999919,0.5137795275590662,0.5501968503937036,4044423.0,396.53,0.34,0.225,69.96000000000001,0.16,0.15,396.54,0.19,396.92,396.16,0.455,0.0011
20230602144235,0.551282051282044,0.5379999999999967,0.5295275590551256,0.5374015748031553,6067021.0,396.56,0.24,0.065,75.46000000000001,0.16,0.15,396.55,0.2,396.95,396.15,0.36,0.0009
20230602144240,0.538461538461533,0.5379999999999967,0.5236220472441033,0.5511811023622073,5148293.0,396.58,0.29,0.07,75.23,0.16,0.15,396.57,0.21,396.99,396.15,0.22,0.0006
20230602144245,0.5522682445759273,0.5379999999999967,0.5413385826771702,0.5472440944882067,5884870.0,396.6,0.25,0.02,73.11,0.16,0.15,396.59,0.22,397.03,396.15,0.19,0.0005
20230602144250,0.5483234714003942,0.5619999999999976,0.5472440944881924,0.5511811023622073,5518129.0,396.61,0.26,0.02,72.33,0.16,0.15,396.62,0.21,397.04,396.2,0.06,0.0002
20230602144255,0.5483234714003942,0.5480000000000018,0.5531496062992147,0.5492125984252141,5530953.0,396.65,0.21,0.01,70.78999999999999,0.16,0.16,396.65,0.21,397.07,396.23,0.1,0.0003
20230602144300,0.5502958579881607,0.5939999999999941,0.559055118110237,0.6062992125984294,6270028.0,396.69,0.46,0.29,72.94,0.18,0.16,396.68,0.23,397.14,396.22,0.46,0.0012
20230602144305,0.6074950690335186,0.6049999999999898,0.5964566929133923,0.6003937007874072,6270648.0,396.73,0.39,0.03,70.72,0.19,0.17,396.73,0.22,397.17,396.29,0.42,0.0011
20230602144310,0.6173570019723797,0.603999999999985,0.6062992125984294,0.6003937007874072,5718375.0,396.77,0.35,0.0,66.15,0.19,0.17,396.77,0.22,397.21,396.33,0.4,0.001
20230602144315,0.5936883629191243,0.637999999999991,0.5984251968503997,0.6368110236220588,6273703.0,396.82,0.49,0.185,74.89,0.21,0.18,396.81,0.23,397.27,396.35,0.665,0.0017
20230602144320,0.6341222879684381,0.6219999999999999,0.6122047244094517,0.618110236220474,7013160.0,396.86,0.35,0.095,73.21000000000001,0.21,0.19,396.85,0.22,397.29,396.41,0.345,0.0009
20230602144325,0.6193293885601463,0.6399999999999864,0.6240157480314963,0.6515748031496145,7046133.0,396.91,0.47,0.17,76.56,0.23,0.19,396.9,0.23,397.36,396.44,0.58,0.0015
20230602144330,0.6528599605522629,0.6479999999999961,0.6515748031496145,0.6555118110236293,5378196.0,396.95,0.45,0.02,76.56,0.24,0.2,396.94,0.25,397.44,396.44,0.53,0.0013
20230602144335,0.656804733727796,0.6599999999999966,0.6368110236220446,0.6437007874015848,6491768.0,396.98,0.36,0.06,77.78,0.24,0.21,396.97,0.25,397.47,396.47,0.49,0.0012
20230602144340,0.6341222879684381,0.6299999999999955,0.6338582677165476,0.6377952755905625,6307310.0,397.01,0.3,0.03,70.89,0.23,0.21,397.0,0.26,397.52,396.48,0.44,0.0011
20230602144345,0.6577909270216935,0.6539999999999964,0.6515748031496145,0.6515748031496145,5937364.0,397.04,0.34,0.07,77.1,0.23,0.22,397.03,0.27,397.57,396.49,0.52,0.0013
20230602144350,0.6528599605522629,0.6619999999999919,0.6535433070866077,0.6456692913385922,6495433.0,397.07,0.28,0.03,73.3,0.23,0.22,397.06,0.26,397.58,396.54,0.2,0.0005
20230602144355,0.6548323471400295,0.6460000000000008,0.6476377952755996,0.6515748031496145,7077553.0,397.1,0.28,0.03,75.48,0.22,0.22,397.1,0.26,397.62,396.58,0.26,0.0007
20230602144400,0.6528599605522629,0.6619999999999919,0.6515748031496145,0.6732283464566962,6520157.0,397.14,0.35,0.11,77.43,0.22,0.22,397.13,0.26,397.65,396.61,0.37,0.0009
20230602144405,0.6745562130177518,0.7019999999999982,0.6692913385826813,0.7125984251968589,5775708.0,397.18,0.51,0.2,81.44,0.24,0.22,397.19,0.26,397.71,396.67,0.385,0.001
20230602144410,0.7140039447731681,0.7059999999999889,0.7047244094488292,0.7066929133858366,6148724.0,397.22,0.44,0.03,74.06,0.25,0.23,397.23,0.27,397.77,396.69,0.45,0.0011
20230602144415,0.7140039447731681,0.7019999999999982,0.708661417322844,0.6988188976378069,6894606.0,397.26,0.36,0.04,73.36,0.25,0.23,397.27,0.26,397.79,396.75,0.24,0.0006
20230602144420,0.7001972386587738,0.7019999999999982,0.6919291338582809,0.7106299212598515,5777100.0,397.3,0.38,0.06,74.78,0.25,0.24,397.31,0.26,397.83,396.79,0.28,0.0007
20230602144425,0.7120315581854015,0.7039999999999935,0.7007874015748001,0.7027559055118218,4864018.0,397.33,0.31,0.04,67.00999999999999,0.24,0.24,397.35,0.25,397.85,396.85,0.3,0.0008
20230602144430,0.7041420118343069,0.7099999999999937,0.7125984251968447,0.7185039370078812,6549458.0,397.37,0.35,0.08,76.28999999999999,0.24,0.24,397.39,0.23,397.85,396.93,0.41,0.001
20230602144435,0.7199211045364962,0.7179999999999893,0.7185039370078812,0.7145669291338663,5240057.0,397.4,0.3,0.02,69.51,0.24,0.24,397.43,0.2,397.83,397.03,0.32,0.0008
20230602144440,0.7159763313609346,0.7199999999999847,0.7244094488189035,0.722440944881896,5427705.0,397.44,0.3,0.04,70.24,0.24,0.24,397.46,0.2,397.86,397.06,0.39,0.001
20230602144445,0.7238658777120293,0.7199999999999847,0.7263779527559109,0.7204724409448886,5241544.0,397.47,0.26,0.01,74.68,0.23,0.24,397.49,0.2,397.89,397.09,0.35,0.0009
20230602144450,0.7218934911242627,0.7199999999999847,0.7204724409448886,0.7185039370078812,5803707.0,397.49,0.23,0.01,76.62,0.22,0.23,397.52,0.18,397.88,397.16,0.23,0.0006
20230602144455,0.7179487179487154,0.7799999999999869,0.7263779527559109,0.7893700787401627,7133193.0,397.54,0.54,0.36,83.02,0.24,0.23,397.56,0.21,397.98,397.14,0.39,0.001
20230602144500,0.7909270216962483,0.7999999999999972,0.7933070866141776,0.8031496062992147,7698794.0,397.59,0.56,0.07,86.36,0.26,0.24,397.61,0.23,398.07,397.15,0.49,0.0012
20230602144505,0.8047337278106426,0.7999999999999972,0.7775590551181182,0.7755905511811108,6573180.0,397.63,0.38,0.14,76.03,0.26,0.24,397.64,0.24,398.12,397.16,0.39,0.001
20230602144510,0.777120315581854,0.7839999999999918,0.7795275590551256,0.781496062992133,6573951.0,397.67,0.37,0.03,74.34,0.26,0.25,397.67,0.25,398.17,397.17,0.36,0.0009
20230602144515,0.7810650887573871,0.8019999999999925,0.7874015748031553,0.8090551181102512,6574750.0,397.7,0.48,0.14,72.9,0.27,0.25,397.71,0.26,398.23,397.19,0.54,0.0014
20230602144520,0.828402366863898,0.8399999999999892,0.8208661417322816,0.8366141732283552,6387535.0,397.75,0.57,0.14,77.97,0.28,0.26,397.76,0.28,398.32,397.2,0.6,0.0015
20230602144525,0.8323471400394453,0.8619999999999948,0.8307086614173329,0.8651574803149629,6805690.0,397.81,0.65,0.145,82.88,0.3,0.27,397.82,0.3,398.42,397.22,0.765,0.0019
20230602144530,0.8599605522682481,0.8939999999999912,0.868110236220474,0.8838582677165476,6429184.0,397.86,0.7,0.095,83.33,0.32,0.28,397.88,0.33,398.54,397.22,0.82,0.0021
20230602144535,0.8895463510848032,0.8819999999999908,0.8464566929133923,0.8503937007874072,6619168.0,397.92,0.47,0.17,75.86,0.32,0.29,397.93,0.32,398.57,397.29,0.66,0.0017
20230602144540,0.844181459566073,0.8399999999999892,0.8169291338582809,0.8070866141732438,6998060.0,397.96,0.21,0.22,64.15,0.3,0.29,397.96,0.31,398.58,397.34,0.45,0.0011
20230602144545,0.8086785009861899,0.8379999999999939,0.8110236220472444,0.8464566929133923,6810150.0,398.0,0.37,0.2,68.93,0.29,0.29,398.0,0.32,398.64,397.36,0.29,0.0007
20230602144550,0.8481262327416204,0.8519999999999897,0.8523622047244146,0.8503937007874072,5676067.0,398.03,0.36,0.02,68.57,0.29,0.29,398.03,0.32,398.67,397.39,0.24,0.0006
20230602144555,0.8520710059171535,0.8439999999999941,0.8425196850393775,0.8444881889763849,6277833.0,398.07,0.29,0.03,67.8,0.28,0.29,398.07,0.31,398.69,397.45,0.35,0.0009
20230602144600,0.8520710059171535,0.8549999999999898,0.8444881889763849,0.8543307086614362,7422532.0,398.11,0.3,0.05,69.06,0.27,0.28,398.11,0.3,398.71,397.51,0.37,0.0009
20230602144605,0.8560157790927008,0.8580000000000041,0.8562992125984294,0.8641732283464592,7423130.0,398.15,0.31,0.05,62.67,0.26,0.28,398.15,0.29,398.73,397.57,0.28,0.0007
20230602144610,0.869822485207095,0.8599999999999994,0.8602362204724443,0.8582677165354369,6091366.0,398.18,0.25,0.03,59.59,0.25,0.27,398.18,0.28,398.74,397.62,0.11,0.0003
20230602144615,0.8599605522682481,0.8580000000000041,0.8287401574803255,0.826771653543318,6282034.0,398.2,0.07,0.16,58.78,0.23,0.26,398.21,0.26,398.73,397.69,-0.195,-0.0005
20230602144620,0.828402366863898,0.8179999999999836,0.8110236220472444,0.8051181102362364,6472819.0,398.22,0.06,0.11,53.85,0.2,0.25,398.23,0.23,398.69,397.77,-0.4,-0.001
20230602144625,0.8106508875739564,0.8039999999999878,0.7972440944881924,0.8090551181102512,5163843.0,398.24,0.06,0.02,50.0,0.18,0.24,398.26,0.2,398.66,397.86,-0.21,-0.0005
20230602144630,0.8106508875739564,0.7999999999999972,0.8051181102362222,0.795275590551185,6120727.0,398.25,0.14,0.07,42.34,0.15,0.22,398.28,0.16,398.6,397.96,-0.06,-0.0002
20230602144635,0.7968441814595622,0.7879999999999967,0.763779527559052,0.7755905511811108,6694965.0,398.26,0.25,0.1,32.83,0.12,0.2,398.27,0.17,398.61,397.93,-0.36,-0.0009
20230602144640,0.7751479289940733,0.7759999999999962,0.7834645669291405,0.7755905511811108,5165050.0,398.26,0.25,0.0,27.64,0.1,0.18,398.26,0.17,398.6,397.92,-0.38,-0.001
20230602144645,0.777120315581854,0.8079999999999927,0.7854330708661479,0.8169291338582809,5931424.0,398.27,0.05,0.21,43.31,0.09,0.16,398.28,0.16,398.6,397.96,-0.14,-0.0004
20230602144650,0.818540433925051,0.8119999999999976,0.7913385826771702,0.795275590551185,6124320.0,398.27,0.16,0.11,47.41,0.08,0.15,398.28,0.16,398.6,397.96,-0.3,-0.0008
20230602144655,0.7968441814595622,0.8399999999999892,0.8051181102362222,0.8248031496063106,6153790.0,398.28,0.02,0.15,45.05,0.08,0.13,398.28,0.16,398.6,397.96,-0.2,-0.0005
20230602144700,0.8264299802761315,0.8239999999999981,0.8129921259842519,0.8031496062992147,4231728.0,398.28,0.13,0.11,40.0,0.07,0.12,398.27,0.16,398.59,397.95,-0.28,-0.0007
20230602144705,0.8264299802761315,0.8159999999999883,0.8011811023622073,0.8208661417322958,6348257.0,398.28,0.04,0.09,45.24,0.07,0.11,398.26,0.15,398.56,397.96,-0.03,-0.0001
20230602144710,0.8224852071005841,0.8119999999999976,0.7992125984251999,0.8149606299212593,5964417.0,398.27,0.06,0.03,41.94,0.07,0.1,398.25,0.14,398.53,397.97,0.05,0.0001
20230602144715,0.8165680473372703,0.813999999999993,0.8051181102362222,0.795275590551185,6158146.0,398.25,0.14,0.1,36.43,0.06,0.09,398.23,0.14,398.51,397.95,-0.07,-0.0002
20230602144720,0.7968441814595622,0.8220000000000027,0.8051181102362222,0.8228346456693032,5004495.0,398.24,0.01,0.14,43.57,0.06,0.09,398.24,0.13,398.5,397.98,0.14,0.0004
20230602144725,0.8244575936883649,0.8279999999999887,0.8129921259842519,0.8366141732283552,6180643.0,398.25,0.07,0.07,51.91,0.06,0.08,398.23,0.13,398.49,397.97,0.31,0.0008
20230602144730,0.8382642998027592,0.8279999999999887,0.8208661417322816,0.8110236220472586,5795151.0,398.24,0.05,0.13,51.13,0.06,0.08,398.22,0.13,398.48,397.96,0.18,0.0005
20230602144735,0.8126232741617372,0.8100000000000023,0.8070866141732296,0.8188976377952883,6568340.0,398.23,0.0,0.04,51.85,0.05,0.07,398.22,0.12,398.46,397.98,0.01,0.0
20230602144740,0.8086785009861899,0.8109999999999928,0.8149606299212735,0.8188976377952883,5602822.0,398.22,0.01,0.0,54.69,0.05,0.07,398.21,0.11,398.43,397.99,0.12,0.0003
20230602144745,0.818540433925051,0.8179999999999836,0.8248031496062964,0.8238188976378069,5797575.0,398.21,0.05,0.025,60.17,0.05,0.06,398.2,0.1,398.4,398.0,-0.005,-0.0
20230602144750,0.818540433925051,0.8299999999999841,0.826771653543318,0.8307086614173329,5412229.0,398.2,0.09,0.035,61.29,0.05,0.06,398.19,0.09,398.37,398.01,0.14,0.0004
20230602144755,0.8362919132149926,0.8319999999999936,0.8385826771653484,0.8385826771653626,6196752.0,398.2,0.13,0.04,55.14,0.06,0.06,398.19,0.09,398.37,398.01,0.09,0.0002
20230602144800,0.8402366863905257,0.8519999999999897,0.8484251968503997,0.84055118110237,5617466.0,398.2,0.14,0.01,61.86,0.06,0.06,398.2,0.09,398.38,398.02,0.13,0.0003
20230602144805,0.8422090729782923,0.8439999999999941,0.822834645669289,0.8149606299212593,6780691.0,398.2,0.01,0.13,47.37,0.05,0.06,398.2,0.09,398.38,398.02,0.1,0.0003
20230602144810,0.8165680473372703,0.8379999999999939,0.8208661417322816,0.8307086614173329,5813090.0,398.21,0.08,0.08,57.61,0.05,0.06,398.21,0.09,398.39,398.03,0.04,0.0001
20230602144815,0.8323471400394453,0.8359999999999985,0.8188976377952741,0.8198818897637921,6588949.0,398.21,0.03,0.055,49.72,0.05,0.06,398.22,0.08,398.38,398.06,-0.085,-0.0002
20230602144820,0.8106508875739564,0.8119999999999976,0.8110236220472444,0.8051181102362364,5814929.0,398.22,0.06,0.075,47.31,0.03,0.05,398.23,0.07,398.37,398.09,-0.03,-0.0001
20230602144825,0.8067061143984233,0.8439999999999941,0.8149606299212735,0.8366141732283552,6218269.0,398.24,0.08,0.16,60.61,0.04,0.05,398.24,0.07,398.38,398.1,0.09,0.0002
20230602144830,0.8382642998027592,0.8279999999999887,0.809055118110237,0.8090551181102512,6996696.0,398.23,0.05,0.14,46.46,0.03,0.04,398.24,0.06,398.36,398.12,-0.05,-0.0001
20230602144835,0.802761341222876,0.7980000000000018,0.7775590551181182,0.7775590551181182,6997308.0,398.23,0.21,0.16,36.11,0.01,0.04,398.23,0.08,398.39,398.07,-0.235,-0.0006
20230602144840,0.7790927021696206,0.7679999999999865,0.7618110236220446,0.7559055118110365,5831691.0,398.21,0.3,0.11,36.79,-0.01,0.03,398.22,0.11,398.44,398.0,-0.38,-0.001
20230602144845,0.7573964497041459,0.7659999999999911,0.7598425196850371,0.7696850393700885,5832313.0,398.2,0.22,0.07,38.53,-0.03,0.02,398.2,0.12,398.44,397.96,-0.35,-0.0009
20230602144850,0.7712031558185402,0.7740000000000009,0.7795275590551256,0.7736220472441033,5832963.0,398.19,0.19,0.02,39.64,-0.04,0.01,398.19,0.13,398.45,397.93,-0.34,-0.0009
20230602144855,0.7751479289940733,0.7639999999999958,0.7657480314960736,0.7578740157480439,6433020.0,398.18,0.26,0.08,35.620000000000005,-0.05,-0.01,398.18,0.14,398.46,397.9,-0.29,-0.0007
20230602144900,0.7731755424063067,0.7620000000000005,0.7598425196850371,0.7637795275590662,6823505.0,398.17,0.22,0.03,35.34,-0.06,-0.02,398.17,0.15,398.47,397.87,-0.34,-0.0009
20230602144905,0.7652859960552263,0.7740000000000009,0.7736220472440891,0.7805118110236293,6239042.0,398.16,0.12,0.085,37.76,-0.05,-0.02,398.15,0.15,398.45,397.85,-0.2,-0.0005
20230602144910,0.7820512820512846,0.7759999999999962,0.7795275590551256,0.7775590551181182,6434961.0,398.14,0.12,0.015,36.78,-0.05,-0.03,398.15,0.15,398.45,397.85,-0.14,-0.0004
20230602144915,0.7790927021696206,0.7740000000000009,0.7795275590551256,0.7755905511811108,5460440.0,398.14,0.13,0.01,40.83,-0.05,-0.03,398.13,0.15,398.43,397.83,-0.31,-0.0008
