Timestamp,open,high,low,close,volume,VWMA,ma_pdif,abs_pdif,RSI,MACD,Signal,MA20,20dSTD,UpperBand,LowerBand,Momentum,ROC
20230602141745,0.3964,0.384,0.3681,0.3583,-0.6698,-1.4995,0.5354,1.2532,64.18,1.6052,1.4627,-1.5106,1.3017,-1.3473,-1.6019,1.5805,0.0015
20230602141750,0.3629,0.346,0.2972,0.3091,-0.9569,-1.4995,-0.7527,2.0008,54.25,1.3718,1.4627,-1.4915,1.2081,-1.3473,-1.5675,0.9128,0.0009
20230602141755,0.3097,0.298,0.2598,0.2795,-0.8424,-1.49,-0.6496,0.7549,49.24,1.1385,1.3797,-1.4915,1.2081,-1.3473,-1.5675,-0.2358,-0.0002
20230602141800,0.2801,0.289,0.2717,0.2815,-0.5496,-1.4805,-0.6496,-0.9894,53.27,0.9052,1.2967,-1.4819,1.2081,-1.3369,-1.5589,-1.1306,-0.001
20230602141805,0.2525,0.272,0.2461,0.2874,-0.4516,-1.4709,-0.7527,-0.7402,55.17,0.7496,1.2137,-1.4724,1.1146,-1.3473,-1.5331,-0.81,-0.0007
20230602141810,0.288,0.298,0.2549,0.315,-0.6461,-1.4519,-0.8557,0.6303,57.62,0.6719,1.1307,-1.4342,0.7405,-1.3886,-1.4298,-1.224,-0.0011
20230602141815,0.2959,0.294,0.2835,0.2854,-0.7431,-1.4328,-0.4951,0.7549,49.18,0.5163,0.9646,-1.4151,0.5535,-1.4092,-1.3782,-0.7433,-0.0007
20230602141820,0.286,0.308,0.2835,0.3248,-1.3274,-1.4137,-0.8042,1.3778,45.95,0.5163,0.8816,-1.4056,0.5535,-1.3989,-1.3696,-0.583,-0.0005
20230602141825,0.3136,0.34,0.3228,0.3563,-0.4407,-1.3851,-0.1344,0.8794,51.38,0.6719,0.8816,-1.3865,0.5535,-1.3782,-1.3524,0.0447,0.0001
20230602141830,0.355,0.378,0.3445,0.3484,-0.5382,-1.3755,-0.392,-0.6156,43.57,0.6719,0.8816,-1.3674,0.46,-1.3782,-1.318,-0.6898,-0.0006
20230602141835,0.3491,0.353,0.3425,0.3602,-0.9292,-1.3469,-0.2375,-0.3665,53.28,0.7496,0.7986,-1.3388,0.273,-1.3886,-1.2577,-0.0221,0.0
20230602141840,0.359,0.35,0.3445,0.3504,-0.2441,-1.3279,-0.5981,-0.491,47.99,0.7496,0.7986,-1.3102,-0.0076,-1.4195,-1.1803,0.5121,0.0005
20230602141845,0.3511,0.379,0.3524,0.3799,-1.2222,-1.2992,0.0202,0.7549,54.27,0.8274,0.7986,-1.2911,-0.0076,-1.3989,-1.1631,1.3134,0.0013
20230602141850,0.3886,0.392,0.3937,0.3937,-0.5349,-1.2706,0.2262,-0.2419,49.7,0.9052,0.8816,-1.2816,-0.0076,-1.3886,-1.1545,1.4737,0.0014
20230602141855,0.3945,0.382,0.3504,0.3543,-0.8177,-1.2706,-0.8042,1.3778,49.4,0.9052,0.8816,-1.272,0.0859,-1.3576,-1.1631,0.8594,0.0009
20230602141900,0.355,0.39,0.3642,0.3868,-0.3251,-1.2611,0.0202,0.9417,62.54,0.9052,0.8816,-1.2816,-0.0076,-1.3886,-1.1545,0.9261,0.0009
20230602141905,0.4024,0.402,0.3937,0.4173,-0.4229,-1.2611,0.793,0.8172,72.15,1.0607,0.9646,-1.2625,0.1794,-1.3266,-1.1717,1.7408,0.0017
20230602141910,0.4181,0.404,0.4075,0.4094,-0.324,-1.242,0.4839,-0.6156,70.19,1.1385,0.9646,-1.253,0.273,-1.2956,-1.1803,1.0998,0.0011
20230602141915,0.4103,0.394,0.3524,0.3652,-0.0282,-1.242,-0.6496,1.6893,60.94,0.983,1.0477,-1.2434,0.273,-1.2853,-1.1717,0.0714,0.0001
20230602141920,0.3511,0.36,0.3583,0.3642,-1.1091,-1.2325,-0.7527,-1.0517,57.49,0.9052,0.9646,-1.253,0.1794,-1.3163,-1.1631,0.1649,0.0002
20230602141925,0.3649,0.395,0.374,0.4035,-0.605,-1.2325,0.2778,1.3778,67.44,0.9052,0.9646,-1.2434,0.273,-1.2853,-1.1717,0.5388,0.0006
20230602141930,0.4043,0.388,0.374,0.3799,-1.6918,-1.2325,-0.3405,0.3811,58.54,0.9052,0.9646,-1.2243,0.273,-1.2647,-1.1545,0.3519,0.0004
20230602141935,0.3807,0.39,0.3839,0.374,-1.4939,-1.2229,-0.5466,-0.7402,52.98,0.8274,0.9646,-1.2052,0.0859,-1.2853,-1.1028,-0.1289,-0.0001
20230602141940,0.3669,0.404,0.376,0.3819,-0.5048,-1.1943,-0.4951,-0.6156,55.63,0.7496,0.9646,-1.1766,-0.0076,-1.275,-1.0598,-0.2091,-0.0002
20230602141945,0.3826,0.384,0.3839,0.374,-0.8997,-1.1752,-0.8042,-0.6156,52.35,0.6719,0.8816,-1.1575,-0.2882,-1.3163,-0.991,0.2183,0.0003
20230602141950,0.3748,0.376,0.374,0.3917,-0.9975,-1.1466,-0.4951,0.0073,56.86,0.6719,0.8816,-1.1385,-0.3817,-1.3163,-0.9565,0.018,0.0001
20230602141955,0.3984,0.396,0.3976,0.3898,-0.6948,-1.1275,-0.6496,-0.9894,51.8,0.6719,0.7986,-1.1098,-0.6622,-1.3473,-0.8791,-0.4227,-0.0004
20230602142000,0.4073,0.398,0.3583,0.3671,-0.4962,-1.1085,-0.8557,0.3188,45.3,0.5163,0.7986,-1.1003,-0.8493,-1.3782,-0.8361,-0.6231,-0.0005
20230602142005,0.3649,0.354,0.3524,0.3425,-0.595,-1.1085,-0.2375,0.4434,47.79,0.3608,0.7156,-1.1098,-0.8493,-1.3886,-0.8447,-0.356,-0.0003
20230602142010,0.3432,0.366,0.3425,0.3701,-0.5945,-1.1085,-0.9588,0.6303,46.82,0.3608,0.6326,-1.1003,-0.8493,-1.3782,-0.8361,0.0313,0.0001
20230602142015,0.3708,0.366,0.3524,0.3465,-0.5938,-1.1085,-0.3405,0.3811,36.15,0.2052,0.5496,-1.1003,-0.8493,-1.3782,-0.8361,-0.8234,-0.0007
20230602142020,0.3471,0.36,0.3396,0.3602,-0.4922,-1.1085,-0.7012,-0.2419,40.6,0.2052,0.4665,-1.1003,-0.8493,-1.3782,-0.8361,-0.3159,-0.0003
20230602142025,0.3609,0.38,0.3681,0.3957,-0.5818,-1.0989,-0.6496,1.1286,56.03,0.283,0.4665,-1.1003,-0.8493,-1.3782,-0.8361,0.245,0.0003
20230602142030,0.3984,0.4,0.3622,0.3524,-0.5813,-1.0989,-0.4435,1.627,48.0,0.1274,0.3835,-1.1098,-0.7558,-1.3679,-0.8619,-0.4494,-0.0004
20230602142035,0.3531,0.38,0.3622,0.3957,-1.1784,-1.0989,-0.6496,1.627,48.68,0.2052,0.3835,-1.1003,-0.8493,-1.3782,-0.8361,0.245,0.0003
20230602142040,0.3964,0.441,0.4055,0.4488,-1.0781,-1.0799,0.6384,2.2499,60.48,0.4385,0.3835,-1.0812,-0.5687,-1.2956,-0.8705,0.7258,0.0007
20230602142045,0.43,0.414,0.3898,0.3878,-0.3803,-1.0799,-0.9588,2.7483,51.79,0.4385,0.3835,-1.0908,-0.6622,-1.3266,-0.8619,-0.0755,-0.0
20230602142050,0.3886,0.406,0.3917,0.3858,-0.4778,-1.0894,-0.9588,-0.9894,50.52,0.3608,0.3835,-1.1003,-0.6622,-1.3369,-0.8705,0.205,0.0002
20230602142055,0.3866,0.388,0.3799,0.376,-0.8623,-1.0989,-1.0618,-0.491,50.26,0.283,0.3835,-1.0908,-0.6622,-1.3266,-0.8619,0.4053,0.0004
20230602142100,0.3767,0.36,0.3228,0.3346,-0.1602,-1.1085,-0.0314,1.5024,42.93,0.1274,0.3005,-1.1003,-0.5687,-1.3163,-0.8877,-0.5296,-0.0005
20230602142105,0.3471,0.33,0.3307,0.3228,-0.5607,-1.118,0.2262,-0.3665,41.9,-0.0281,0.2175,-1.1194,-0.4752,-1.3163,-0.9221,-0.3693,-0.0003
20230602142110,0.3333,0.316,0.313,0.315,-0.6607,-1.1371,0.3293,-0.6156,43.46,-0.2614,0.1345,-1.1385,-0.3817,-1.3163,-0.9565,-0.6631,-0.0006
20230602142115,0.2821,0.301,0.2756,0.3012,-0.6604,-1.1562,0.5869,-0.2419,44.67,-0.417,0.0514,-1.1575,-0.1946,-1.2956,-1.0082,-1.3309,-0.0012
20230602142120,0.3176,0.328,0.3189,0.3209,-0.056,-1.1657,0.0202,0.1319,43.52,-0.4948,-0.1146,-1.1671,-0.1011,-1.2853,-1.034,-0.4762,-0.0004
20230602142125,0.3215,0.304,0.2933,0.2913,-0.3449,-1.1943,0.6384,0.7549,42.86,-0.6503,-0.1976,-1.1862,0.0859,-1.2647,-1.0856,-1.4644,-0.0013
20230602142130,0.2919,0.341,0.2972,0.3346,-0.445,-1.2039,-0.5466,1.627,46.92,-0.5725,-0.2806,-1.2052,-0.0076,-1.306,-1.0856,-1.598,-0.0015
20230602142135,0.3452,0.346,0.3425,0.3346,-0.8474,-1.2134,-0.5981,-1.114,41.97,-0.5725,-0.3636,-1.2148,-0.0076,-1.3163,-1.0942,-0.77,-0.0007
20230602142140,0.3511,0.334,0.311,0.3012,-0.1418,-1.2325,0.1747,1.004,43.09,-0.6503,-0.4467,-1.2339,0.0859,-1.3163,-1.1286,-1.1973,-0.0011
20230602142145,0.3018,0.284,0.2106,0.2254,-0.0408,-1.2706,1.978,3.6827,28.85,-0.9614,-0.5297,-1.2625,0.5535,-1.244,-1.2405,-2.0921,-0.0019
20230602142150,0.2258,0.214,0.2224,0.2244,-0.039,-1.2992,1.8234,-1.0517,17.98,-1.1947,-0.6957,-1.2911,0.8341,-1.213,-1.318,-1.5446,-0.0014
20230602142155,0.2268,0.218,0.2146,0.2165,-0.5335,-1.3374,1.8234,-0.6156,21.19,-1.3503,-0.8617,-1.3293,1.1146,-1.1924,-1.404,-1.4912,-0.0014
20230602142200,0.217,0.198,0.1713,0.2037,-0.7355,-1.366,1.978,-0.3042,20.45,-1.5058,-1.0278,-1.3674,1.3952,-1.1717,-1.4901,-1.5579,-0.0014
20230602142205,0.1953,0.182,0.1841,0.2008,-0.533,-1.4042,1.875,-0.9271,20.92,-1.6614,-1.1108,-1.4151,1.5822,-1.1821,-1.5675,-1.411,-0.0013
20230602142210,0.2012,0.198,0.1752,0.1831,-0.4315,-1.4519,2.0811,0.0073,22.7,-1.8169,-1.2768,-1.4533,1.7693,-1.1821,-1.6363,-1.9185,-0.0018
20230602142215,0.1834,0.174,0.1713,0.1614,-0.4309,-1.4995,2.3902,0.2565,21.92,-1.9725,-1.4429,-1.5106,1.9563,-1.2027,-1.7224,-1.8117,-0.0017
20230602142220,0.1736,0.272,0.1811,0.2756,-0.1241,-1.5282,-0.7527,6.1122,45.0,-1.6614,-1.5259,-1.5487,1.4887,-1.3473,-1.6708,-0.8501,-0.0008
20230602142225,0.2623,0.26,0.2421,0.2421,-0.204,-1.5663,-0.0829,1.004,42.86,-1.5836,-1.5259,-1.5869,1.3017,-1.4299,-1.6708,-1.3042,-0.0012
20230602142230,0.2426,0.238,0.2343,0.2244,-0.713,-1.6045,0.1747,0.0073,38.28,-1.5058,-1.6089,-1.6251,1.1146,-1.5125,-1.6708,-1.0905,-0.001
20230602142235,0.2249,0.28,0.2343,0.2736,-0.6108,-1.6235,-1.0103,2.0008,47.95,-1.3503,-1.5259,-1.6537,0.9276,-1.5847,-1.6622,0.6056,0.0006
20230602142240,0.2742,0.298,0.2835,0.3051,-0.8143,-1.6426,-0.0829,0.8794,46.48,-1.0392,-1.4429,-1.6537,0.8341,-1.6054,-1.645,1.0463,0.001
20230602142245,0.3057,0.288,0.2657,0.2776,-0.4061,-1.6522,-0.7527,0.6303,43.61,-0.8836,-1.3599,-1.6728,0.7405,-1.6467,-1.645,0.7792,0.0008
20230602142250,0.2781,0.266,0.2559,0.2461,-1.1191,-1.6712,-0.7527,0.8794,43.81,-0.8836,-1.2768,-1.6823,0.647,-1.6777,-1.6363,0.5255,0.0005
20230602142255,0.2465,0.278,0.2559,0.2815,-0.2896,-1.6808,-0.4951,1.1286,56.93,-0.7281,-1.1938,-1.6918,0.647,-1.688,-1.645,1.0463,0.001
20230602142300,0.2742,0.316,0.2835,0.3228,-0.2886,-1.6712,0.5354,1.5024,61.06,-0.4948,-1.0278,-1.6918,0.647,-1.688,-1.645,1.8477,0.0018
20230602142305,0.3235,0.324,0.3071,0.2972,-1.2101,-1.6808,-0.0829,0.5057,58.72,-0.417,-0.9448,-1.6918,0.647,-1.688,-1.645,1.7942,0.0017
20230602142310,0.2978,0.28,0.2972,0.2913,-1.0051,-1.6808,-0.2375,-0.7402,59.61,-0.3392,-0.7787,-1.7014,0.5535,-1.719,-1.6363,0.1649,0.0002
20230602142315,0.2919,0.345,0.2972,0.3504,-0.0829,-1.6808,1.3082,2.6237,64.62,-0.0281,-0.6957,-1.6918,0.5535,-1.7086,-1.6277,1.4203,0.0014
20230602142320,0.3511,0.344,0.3209,0.3386,-1.1067,-1.6808,0.9991,-0.3665,65.37,0.1274,-0.5297,-1.6823,0.7405,-1.657,-1.6536,1.5004,0.0015
20230602142325,0.3393,0.35,0.3386,0.3524,-0.4855,-1.6712,1.3082,-0.2419,69.17,0.283,-0.3636,-1.6537,0.8341,-1.6054,-1.645,1.0196,0.001
20230602142330,0.3452,0.328,0.3248,0.3287,-1.6145,-1.6426,0.5354,0.3811,56.52,0.283,-0.1976,-1.6346,0.9276,-1.5641,-1.645,0.2717,0.0003
20230602142335,0.3294,0.332,0.3268,0.3169,-1.2035,-1.6235,0.1232,-0.3665,59.69,0.283,-0.1146,-1.606,0.9276,-1.5331,-1.6191,0.4854,0.0005
20230602142340,0.3176,0.308,0.3228,0.315,-1.1004,-1.6045,-0.0314,-0.9894,62.23,0.283,-0.0316,-1.5773,0.8341,-1.5228,-1.5761,0.8861,0.0009
20230602142345,0.3156,0.312,0.2992,0.2894,-1.5108,-1.5854,-0.8042,0.5057,52.27,0.2052,0.0514,-1.5583,0.647,-1.5434,-1.5245,0.0581,0.0001
20230602142350,0.2899,0.291,0.2854,0.2756,-1.4072,-1.5663,-0.9588,-0.2419,45.51,0.0497,0.0514,-1.5392,0.3665,-1.5847,-1.4556,-0.6898,-0.0006
20230602142355,0.2761,0.278,0.2776,0.2953,-0.6839,-1.5377,-0.9073,0.1319,52.76,0.0497,0.0514,-1.501,-0.1011,-1.6467,-1.3352,-0.0755,-0.0
20230602142400,0.2959,0.278,0.2087,0.2067,-0.4776,-1.5282,1.0506,4.4926,44.79,-0.2614,-0.0316,-1.5201,0.0859,-1.626,-1.3868,-1.1973,-0.0011
20230602142405,0.1953,0.204,0.2047,0.1949,-0.6831,-1.5472,1.2567,-0.3665,37.78,-0.5725,-0.1146,-1.5296,0.273,-1.5951,-1.4298,-2.1589,-0.002
20230602142410,0.1667,0.168,0.1339,0.124,-0.4768,-1.5759,2.9569,3.3713,24.1,-0.9614,-0.3636,-1.5583,0.8341,-1.5021,-1.5589,-2.9602,-0.0028
20230602142415,0.1243,0.104,0.1004,0.1004,0.2444,-1.614,3.3691,0.3811,24.23,-1.3503,-0.5297,-1.5964,1.4887,-1.3989,-1.7138,-3.4677,-0.0032
20230602142420,0.1006,0.102,0.0866,0.1043,-0.4729,-1.6617,3.0085,-0.8648,25.39,-1.6614,-0.7787,-1.6441,1.9563,-1.3473,-1.8429,-3.0938,-0.0029
20230602142425,0.0809,0.072,0.0886,0.0925,-0.3547,-1.7094,3.06,-0.3665,11.24,-1.8947,-1.0278,-1.6918,2.4239,-1.2956,-1.972,-3.0938,-0.0029
20230602142430,0.1164,0.162,0.122,0.1811,-0.1473,-1.738,0.5869,4.4926,30.77,-1.8169,-1.1938,-1.7109,2.4239,-1.3163,-1.9892,-1.8651,-0.0017
20230602142435,0.1795,0.16,0.1063,0.0965,-0.5613,-1.7762,2.5963,4.2434,23.36,-1.9725,-1.3599,-1.7491,2.798,-1.275,-2.0924,-2.6664,-0.0025
20230602142440,0.1045,0.112,0.0807,0.0906,-0.5608,-1.8239,2.4932,-0.7402,24.26,-2.128,-1.6089,-1.8063,2.985,-1.2956,-2.1785,-2.5596,-0.0024
20230602142445,0.0907,0.078,0.0591,0.0591,-0.0423,-1.9002,2.9054,0.8794,23.27,-2.2836,-1.7749,-1.8636,3.2656,-1.2956,-2.2817,-3.254,-0.003
20230602142450,0.0592,0.06,0.0453,0.0709,-0.4559,-1.9479,2.3387,-0.3665,25.2,-2.3613,-1.941,-1.9208,3.3591,-1.3369,-2.3506,-1.8918,-0.0017
20230602142455,0.0819,0.08,0.0472,0.061,-0.7572,-1.9955,2.3387,-0.491,26.03,-2.4391,-2.024,-1.9876,3.3591,-1.4092,-2.4108,-1.8651,-0.0017
20230602142500,0.0473,0.04,0.0039,0.002,-0.0288,-2.0909,3.3691,2.6237,23.77,-2.5947,-2.19,-2.0735,3.4526,-1.4815,-2.5055,-1.7048,-0.0016
20230602142505,0.002,0.0,0.0,0.0,0.0758,-2.1768,2.9569,-0.9894,20.7,-2.7502,-2.3561,-2.1594,3.4526,-1.5744,-2.5829,-1.411,-0.0013
20230602142510,0.0,0.02,0.0,0.0394,-0.7559,-2.2435,1.5658,1.3778,31.6,-2.7502,-2.4391,-2.2261,3.2656,-1.688,-2.6087,-0.9302,-0.0008
20230602142515,0.0394,0.058,0.0394,0.0669,-0.6514,-2.2912,0.5869,0.6303,36.4,-2.5947,-2.5221,-2.2834,2.8915,-1.8325,-2.5915,-0.396,-0.0003
20230602142520,0.0671,0.076,0.063,0.0787,-0.6497,-2.3389,0.0202,-0.3665,44.5,-2.3613,-2.5221,-2.3406,2.4239,-1.9977,-2.5571,-1.4377,-0.0013
20230602142525,0.0789,0.094,0.0866,0.0768,-0.3238,-2.3866,-0.1859,-0.9894,46.97,-2.2058,-2.5221,-2.3979,2.0498,-2.1423,-2.5399,-0.3159,-0.0003
20230602142530,0.0769,0.057,0.0669,0.063,-0.7415,-2.4248,-0.0314,-0.2419,44.83,-2.128,-2.4391,-2.4456,1.5822,-2.2972,-2.4969,-0.4227,-0.0004
20230602142535,0.0631,0.05,0.0571,0.0689,-0.4275,-2.4629,-0.392,-0.7402,47.0,-1.9725,-2.3561,-2.5028,0.8341,-2.5243,-2.4108,0.0848,0.0001
20230602142540,0.071,0.076,0.0551,0.0925,-0.3223,-2.5011,-1.0103,0.3811,36.53,-1.8169,-2.273,-2.5315,0.46,-2.6379,-2.3678,0.245,0.0003
20230602142545,0.0927,0.084,0.0827,0.1043,-0.2171,-2.5297,-0.5466,-0.3665,51.54,-1.5836,-2.19,-2.5505,0.0859,-2.7411,-2.3162,0.5388,0.0006
20230602142550,0.1045,0.115,0.0965,0.1063,-0.6349,-2.5392,-0.4435,-0.9894,53.13,-1.4281,-2.024,-2.5601,0.0859,-2.7515,-2.3248,1.3669,0.0013
20230602142555,0.1065,0.15,0.1161,0.1516,-0.8378,-2.5392,0.7415,1.7516,67.41,-1.117,-1.858,-2.541,0.1794,-2.7102,-2.3248,2.0079,0.002
20230602142600,0.1538,0.148,0.1496,0.1673,-0.2083,-2.5202,1.0506,-0.1173,67.88,-0.8059,-1.6919,-2.5315,0.3665,-2.6585,-2.3506,1.6874,0.0016
20230602142605,0.144,0.149,0.1535,0.1535,-0.837,-2.5106,0.6384,-0.2419,66.91,-0.5725,-1.4429,-2.5124,0.5535,-2.5966,-2.3678,1.1265,0.0011
20230602142610,0.1538,0.14,0.124,0.1181,-0.6269,-2.5106,-0.289,1.1286,73.23,-0.5725,-1.2768,-2.5315,0.273,-2.6792,-2.3334,0.4854,0.0005
20230602142615,0.1183,0.146,0.122,0.1654,-1.2558,-2.5202,0.9991,1.8762,78.0,-0.3392,-1.1108,-2.5124,0.46,-2.6172,-2.3506,1.1532,0.0011
20230602142620,0.1677,0.158,0.1614,0.1516,-0.5211,-2.5106,0.5869,-0.2419,70.8,-0.2614,-0.9448,-2.4933,0.5535,-2.5759,-2.3506,1.1532,0.0011
20230602142625,0.1519,0.14,0.1358,0.1358,-1.3554,-2.5011,0.1232,-0.1173,63.36,-0.1837,-0.7787,-2.4742,0.647,-2.5346,-2.3506,0.8594,0.0009
20230602142630,0.1164,0.108,0.1201,0.1102,-0.514,-2.482,-0.6496,0.5057,55.8,-0.2614,-0.6957,-2.4647,0.5535,-2.545,-2.3248,0.1916,0.0002
20230602142635,0.1105,0.108,0.1161,0.1142,-0.9343,-2.4725,-0.5981,-0.8648,56.83,-0.2614,-0.6127,-2.4551,0.5535,-2.5346,-2.3162,0.0848,0.0001
20230602142640,0.1144,0.112,0.1161,0.1063,-0.8289,-2.4629,-0.8557,-0.6156,58.09,-0.3392,-0.5297,-2.4265,0.273,-2.5656,-2.2387,-0.0488,0.0
20230602142645,0.1065,0.108,0.0984,0.0886,-1.7752,-2.4438,-0.8042,0.0073,53.52,-0.417,-0.5297,-2.4074,-0.0076,-2.6069,-2.1699,-0.9035,-0.0008
20230602142650,0.0888,0.082,0.0945,0.0945,-0.828,-2.4152,-0.8042,-0.7402,50.38,-0.4948,-0.5297,-2.3979,-0.1946,-2.6379,-2.1268,-1.0371,-0.0009
20230602142655,0.0947,0.116,0.0886,0.126,-0.1917,-2.3962,-0.7012,0.8794,53.85,-0.417,-0.5297,-2.3788,-0.2882,-2.6379,-2.0924,-0.4227,-0.0004
20230602142700,0.1262,0.162,0.1358,0.1811,-1.1396,-2.3675,0.5869,2.3745,61.18,-0.1837,-0.4467,-2.3597,-0.1946,-2.5966,-2.0924,0.8059,0.0008
20230602142705,0.1815,0.184,0.1909,0.1831,0.0198,-2.3389,0.4839,-0.9894,55.41,0.0497,-0.3636,-2.3311,-0.1011,-2.545,-2.0838,0.1916,0.0002
20230602142710,0.1834,0.17,0.189,0.189,-1.0337,-2.3103,0.4839,-0.7402,53.85,0.2052,-0.1976,-2.3025,-0.1011,-2.514,-2.058,0.4587,0.0005
20230602142715,0.1795,0.182,0.189,0.1988,-1.5602,-2.2912,0.6384,-0.491,58.16,0.3608,-0.1146,-2.2643,-0.1011,-2.4727,-2.0236,0.8059,0.0008
20230602142720,0.1992,0.242,0.1929,0.2598,-0.5049,-2.2435,1.978,2.7483,73.38,0.6719,0.0514,-2.2261,0.273,-2.3488,-2.058,1.9812,0.0019
20230602142725,0.2722,0.314,0.2756,0.3307,0.0306,-2.1672,3.4206,3.3713,75.3,1.1385,0.3005,-2.1689,1.0211,-2.1216,-2.1441,2.8894,0.0028
20230602142730,0.3136,0.324,0.3228,0.3386,0.1373,-2.1005,3.2661,-0.6156,79.14,1.4496,0.5496,-2.1212,1.5822,-1.9461,-2.2043,3.103,0.003
