Time,Price open,Price high,Price low,Price close,Volume Volume
2023-06-02 14:10:00,394.74,395.4,394.18,394.88,63999954.0
2023-06-02 14:15:00,394.88,396.2,394.56,396.05,271291221.0
2023-06-02 14:20:00,396.135,396.385,394.25,394.38,287759698.0
2023-06-02 14:25:00,394.31,397.18,394.02,396.33,302281927.0
2023-06-02 14:30:00,396.33,396.84,395.65,396.34,310222803.0
2023-06-02 14:35:00,396.34,396.56,395.39,396.29,300836347.0
2023-06-02 14:40:00,396.29,398.08,395.77,398.08,331620986.0
2023-06-02 14:45:00,398.08,398.65,397.33,397.38,375867234.0
2023-06-02 14:50:00,397.38,398.48,397.06,398.16,365730108.0
2023-06-02 14:55:00,398.16,398.6,397.84,398.23,346163913.0
2023-06-02 15:00:00,398.23,399.18,397.9,398.84,370059646.0
2023-06-02 15:05:00,398.84,398.97,398.03,398.61,379586216.0
2023-06-02 15:10:00,398.56,398.66,396.66,396.71,388981639.0
2023-06-02 15:15:00,396.71,397.54,396.29,396.36,399693949.0
2023-06-02 15:20:00,396.36,397.61,396.07,397.61,399959024.0
2023-06-02 15:25:00,397.61,398.18,397.19,397.73,338652833.0
2023-06-02 15:30:00,397.73,398.08,397.26,397.37,335743667.0
2023-06-02 15:35:00,397.41,397.41,396.67,396.89,348749413.0
2023-06-02 15:40:00,396.89,397.46,396.645,397.22,345682493.0
2023-06-02 15:45:00,397.22,397.29,396.52,396.7000000000001,345821812.0
2023-06-02 15:50:00,396.7000000000001,396.7000000000001,395.12,396.06,408720815.0
2023-06-02 15:55:00,396.06,396.47,395.99,396.14,359535460.0
2023-06-02 16:00:00,396.14,396.33,394.885,394.94,389750966.0
2023-06-02 16:05:00,394.94,395.55,394.85,395.2,378645416.0
2023-06-02 16:10:00,395.2,395.81,394.92,395.34,341759795.0
2023-06-02 16:15:00,395.34,395.96,395.12,395.91,316192501.0
2023-06-02 16:20:00,395.91,396.72,395.89,396.24,334187108.0
2023-06-02 16:25:00,396.24,396.49,395.91,396.04,138053876.0
