Time,Price open,Price high,Price low,Price close,Volume Volume
2023-06-02 14:21:30,395.55,395.885,395.53,395.77,5018106.0
2023-06-02 14:21:35,395.82,395.91,395.76,395.77,4391542.0
2023-06-02 14:21:40,395.85,395.85,395.6,395.6,5490013.0
2023-06-02 14:21:45,395.6,395.6,395.09,395.215,5647389.0
2023-06-02 14:21:50,395.215,395.25,395.15,395.21,5650110.0
2023-06-02 14:21:55,395.22,395.27,395.11,395.17,4880216.0
2023-06-02 14:22:00,395.17,395.17,394.89,395.105,4565768.0
2023-06-02 14:22:05,395.06,395.09,394.955,395.09,4881113.0
2023-06-02 14:22:10,395.09,395.17,394.91,395.0,5039156.0
2023-06-02 14:22:15,395.0,395.05,394.89,394.89,5040007.0
2023-06-02 14:22:20,394.95,395.54,394.94,395.47,5517615.0
2023-06-02 14:22:25,395.4,395.48,395.25,395.3,5393203.0
2023-06-02 14:22:30,395.3,395.37,395.21,395.21,4600913.0
2023-06-02 14:22:35,395.21,395.58,395.21,395.46,4759969.0
2023-06-02 14:22:40,395.46,395.67,395.46,395.62,4443137.0
2023-06-02 14:22:45,395.62,395.62,395.37,395.48,5078658.0
2023-06-02 14:22:50,395.48,395.51,395.32,395.32,3968702.0
2023-06-02 14:22:55,395.32,395.57,395.32,395.5,5259935.0
2023-06-02 14:23:00,395.46,395.76,395.46,395.71,5261485.0
2023-06-02 14:23:05,395.71,395.8,395.58,395.58,3826955.0
2023-06-02 14:23:10,395.58,395.58,395.53,395.55,4146179.0
2023-06-02 14:23:15,395.55,395.905,395.53,395.85,5581738.0
2023-06-02 14:23:20,395.85,395.9,395.65,395.79,3987890.0
2023-06-02 14:23:25,395.79,395.93,395.74,395.86,4955056.0
2023-06-02 14:23:30,395.82,395.82,395.67,395.74,3197354.0
2023-06-02 14:23:35,395.74,395.84,395.68,395.68,3837296.0
2023-06-02 14:23:40,395.68,395.72,395.66,395.67,3997773.0
2023-06-02 14:23:45,395.67,395.74,395.54,395.54,3358907.0
2023-06-02 14:23:50,395.54,395.635,395.47,395.47,3520126.0
2023-06-02 14:23:55,395.47,395.57,395.43,395.57,4646212.0
2023-06-02 14:24:00,395.57,395.57,395.08,395.12,4967243.0
2023-06-02 14:24:05,395.06,395.2,395.06,395.06,4647329.0
2023-06-02 14:24:10,394.915,395.02,394.7,394.7,4968606.0
2023-06-02 14:24:15,394.7,394.7,394.53,394.58,6091373.0
2023-06-02 14:24:20,394.58,394.69,394.46,394.6,4974623.0
2023-06-02 14:24:25,394.48,394.54,394.47,394.54,5158610.0
2023-06-02 14:24:30,394.66,394.99,394.64,394.99,5481457.0
2023-06-02 14:24:35,394.98,394.98,394.56,394.56,4836969.0
2023-06-02 14:24:40,394.6,394.74,394.43,394.53,4837710.0
2023-06-02 14:24:45,394.53,394.57,394.32,394.37,5645053.0
2023-06-02 14:24:50,394.37,394.48,394.25,394.43,5001120.0
2023-06-02 14:24:55,394.485,394.58,394.26,394.38,4531994.0
2023-06-02 14:25:00,394.31,394.38,394.04,394.08,5666067.0
2023-06-02 14:25:05,394.08,394.18,394.02,394.07,5828842.0
2023-06-02 14:25:10,394.07,394.28,394.02,394.27,4534032.0
2023-06-02 14:25:15,394.27,394.47,394.22,394.41,4696683.0
2023-06-02 14:25:20,394.41,394.56,394.34,394.47,4699398.0
2023-06-02 14:25:25,394.47,394.65,394.46,394.46,5206729.0
2023-06-02 14:25:30,394.46,394.465,394.36,394.39,4556488.0
2023-06-02 14:25:35,394.39,394.43,394.31,394.42,5045358.0
2023-06-02 14:25:40,394.43,394.56,394.3,394.54,5209099.0
2023-06-02 14:25:45,394.54,394.6,394.44,394.6,5372792.0
2023-06-02 14:25:50,394.6,394.755,394.51,394.61,4722397.0
2023-06-02 14:25:55,394.61,394.93,394.61,394.84,4406622.0
2023-06-02 14:26:00,394.85,394.92,394.78,394.92,5386619.0
2023-06-02 14:26:05,394.8,394.925,394.8,394.85,4407831.0
2023-06-02 14:26:10,394.85,394.88,394.65,394.67,4734857.0
2023-06-02 14:26:15,394.67,394.91,394.64,394.91,3755751.0
2023-06-02 14:26:20,394.92,394.97,394.84,394.84,4899550.0
2023-06-02 14:26:25,394.84,394.88,394.71,394.76,3600735.0
2023-06-02 14:26:30,394.66,394.72,394.63,394.63,4910580.0
2023-06-02 14:26:35,394.63,394.72,394.61,394.65,4256265.0
2023-06-02 14:26:40,394.65,394.74,394.61,394.61,4420418.0
2023-06-02 14:26:45,394.61,394.72,394.52,394.52,2947269.0
2023-06-02 14:26:50,394.52,394.59,394.5,394.55,4421839.0
2023-06-02 14:26:55,394.55,394.76,394.47,394.71,5412474.0
2023-06-02 14:27:00,394.71,394.99,394.71,394.99,3936675.0
2023-06-02 14:27:05,394.99,395.1,394.99,395.0,5741588.0
2023-06-02 14:27:10,395.0,395.03,394.98,395.03,4101597.0
2023-06-02 14:27:15,394.98,395.09,394.98,395.08,3281962.0
2023-06-02 14:27:20,395.08,395.39,395.0,395.39,4924882.0
2023-06-02 14:27:25,395.45,395.75,395.42,395.75,5758405.0
2023-06-02 14:27:30,395.66,395.8,395.66,395.79,5924632.0
2023-06-02 14:27:35,395.79,396.18,395.73,396.18,5102931.0
2023-06-02 14:27:40,396.18,396.2,396.03,396.19,5597610.0
2023-06-02 14:27:45,396.19,396.37,396.17,396.28,4445609.0
2023-06-02 14:27:50,396.28,396.66,396.28,396.58,5603262.0
2023-06-02 14:27:55,396.58,396.67,396.505,396.67,5816112.0
2023-06-02 14:28:00,396.67,396.9,396.67,396.87,5650691.0
2023-06-02 14:28:05,396.9,396.9,396.8,396.84,5153069.0
2023-06-02 14:28:10,396.84,397.18,396.84,397.18,4821816.0
2023-06-02 14:28:15,397.18,397.18,396.93,396.93,5322795.0
2023-06-02 14:28:20,396.93,397.05,396.74,396.83,4992829.0
2023-06-02 14:28:25,396.76,396.76,396.56,396.64,6548270.0
2023-06-02 14:28:30,396.645,396.87,396.58,396.84,4869799.0
2023-06-02 14:28:35,396.84,396.94,396.8,396.9,5206157.0
2023-06-02 14:28:40,396.9,396.96,396.8,396.8,5544080.0
2023-06-02 14:28:45,396.8,396.88,396.73,396.74,5880866.0
2023-06-02 14:28:50,396.74,396.825,396.67,396.73,6050314.0
2023-06-02 14:28:55,396.76,396.86,396.76,396.82,6074923.0
2023-06-02 14:29:00,396.82,396.87,396.47,396.47,6413225.0
2023-06-02 14:29:05,396.535,396.58,396.405,396.58,5401583.0
2023-06-02 14:29:10,396.52,396.52,396.37,396.41,6584389.0
2023-06-02 14:29:15,396.41,396.45,396.37,396.45,4727903.0
2023-06-02 14:29:20,396.45,396.45,396.18,396.25,6249793.0
2023-06-02 14:29:25,396.25,396.33,396.2,396.22,4921366.0
2023-06-02 14:29:30,396.22,396.29,396.11,396.16,5261178.0
2023-06-02 14:29:35,396.22,396.39,396.17,396.31,3734087.0
2023-06-02 14:29:40,396.31,396.35,396.23,396.25,4413325.0
2023-06-02 14:29:45,396.25,396.465,396.24,396.43,5602828.0
2023-06-02 14:29:50,396.44,396.44,396.3,396.3,4585268.0
2023-06-02 14:29:55,396.3,396.37,396.21,396.33,4937413.0
2023-06-02 14:30:00,396.33,396.42,396.25,396.325,4597426.0
2023-06-02 14:30:05,396.28,396.43,396.26,396.39,4938454.0
2023-06-02 14:30:10,396.39,396.425,396.29,396.3,5450210.0
2023-06-02 14:30:15,396.3,396.815,396.3,396.76,4769596.0
2023-06-02 14:30:20,396.78,396.81,396.61,396.81,4770986.0
2023-06-02 14:30:25,396.81,396.84,396.695,396.7,4959587.0
2023-06-02 14:30:30,396.7,396.705,396.51,396.51,5131373.0
2023-06-02 14:30:35,396.51,396.58,396.5,396.57,3421470.0
2023-06-02 14:30:40,396.57,396.685,396.565,396.685,3935796.0
2023-06-02 14:30:45,396.68,396.78,396.68,396.76,4792067.0
2023-06-02 14:30:50,396.73,396.76,396.59,396.59,5137090.0
2023-06-02 14:30:55,396.59,396.69,396.59,396.69,5152903.0
2023-06-02 14:31:00,396.69,396.73,396.535,396.535,5325176.0
2023-06-02 14:31:05,396.535,396.56,396.41,396.56,5497488.0
2023-06-02 14:31:10,396.56,396.61,396.52,396.6,5670549.0
2023-06-02 14:31:15,396.58,396.76,396.58,396.74,3952943.0
2023-06-02 14:31:20,396.74,396.74,396.65,396.66,6361288.0
2023-06-02 14:31:25,396.66,396.66,396.47,396.605,5515147.0
2023-06-02 14:31:30,396.68,396.68,396.41,396.49,5343824.0
2023-06-02 14:31:35,396.49,396.79,396.49,396.79,3965221.0
2023-06-02 14:31:40,396.75,396.79,396.52,396.64,5689687.0
2023-06-02 14:31:45,396.64,396.71,396.6,396.71,4311068.0
2023-06-02 14:31:50,396.71,396.74,396.5,396.52,5865048.0
2023-06-02 14:31:55,396.55,396.62,396.43,396.45,4321575.0
2023-06-02 14:32:00,396.45,396.52,396.375,396.4,5531962.0
2023-06-02 14:32:05,396.4,396.48,396.35,396.45,5014073.0
2023-06-02 14:32:10,396.45,396.45,396.28,396.4,5360981.0
2023-06-02 14:32:15,396.38,396.4,396.23,396.23,5188434.0
2023-06-02 14:32:20,396.23,396.23,395.97,395.98,5881276.0
2023-06-02 14:32:25,395.96,395.96,395.66,395.84,5550260.0
2023-06-02 14:32:30,395.82,395.82,395.65,395.76,5724757.0
2023-06-02 14:32:35,395.76,395.86,395.71,395.86,5726178.0
2023-06-02 14:32:40,395.86,395.94,395.73,395.9,4859428.0
2023-06-02 14:32:45,395.97,396.08,395.93,396.01,5380771.0
2023-06-02 14:32:50,396.01,396.21,395.99,396.21,5382157.0
2023-06-02 14:32:55,396.21,396.45,396.19,396.45,5052171.0
2023-06-02 14:33:00,396.41,396.41,396.08,396.19,6272623.0
2023-06-02 14:33:05,396.19,396.22,396.06,396.06,5228068.0
2023-06-02 14:33:10,396.06,396.11,395.78,395.78,5403010.0
2023-06-02 14:33:15,395.85,395.92,395.79,395.86,6275207.0
2023-06-02 14:33:20,395.955,396.05,395.89,395.94,5754054.0
2023-06-02 14:33:25,395.94,396.255,395.94,396.255,4894836.0
2023-06-02 14:33:30,396.2,396.36,396.2,396.3,4370893.0
2023-06-02 14:33:35,396.3,396.465,396.3,396.38,5245544.0
2023-06-02 14:33:40,396.38,396.38,396.09,396.2,4021914.0
2023-06-02 14:33:45,396.2,396.32,396.17,396.29,4547022.0
2023-06-02 14:33:50,396.24,396.59,396.24,396.44,5947636.0
2023-06-02 14:33:55,396.44,396.51,396.42,396.5,6312375.0
2023-06-02 14:34:00,396.5,396.61,396.49,396.6,5260759.0
2023-06-02 14:34:05,396.58,396.75,396.58,396.7,5437377.0
2023-06-02 14:34:10,396.69,396.72,396.64,396.68,5789368.0
2023-06-02 14:34:15,396.68,396.7,396.54,396.59,5615279.0
2023-06-02 14:34:20,396.59,396.71,396.59,396.63,4387817.0
2023-06-02 14:34:25,396.63,396.72,396.325,396.325,4399930.0
2023-06-02 14:34:30,396.325,396.4,396.28,396.36,5104397.0
2023-06-02 14:34:35,396.36,396.48,396.3,396.3,5281383.0
2023-06-02 14:34:40,396.3,396.43,396.265,396.265,4401791.0
2023-06-02 14:34:45,396.265,396.27,396.1,396.1,6162938.0
2023-06-02 14:34:50,396.1,396.24,396.09,396.13,5107993.0
2023-06-02 14:34:55,396.13,396.34,396.13,396.34,5472169.0
2023-06-02 14:35:00,396.34,396.46,396.33,396.46,4236997.0
2023-06-02 14:35:05,396.44,396.44,396.16,396.16,4590621.0
2023-06-02 14:35:10,396.16,396.25,396.07,396.12,5297289.0
2023-06-02 14:35:15,396.12,396.14,396.03,396.13,6004614.0
2023-06-02 14:35:20,396.13,396.15,395.97,396.035,4945979.0
2023-06-02 14:35:25,396.035,396.47,396.0,396.36,5842346.0
2023-06-02 14:35:30,396.36,396.36,396.1950000000001,396.22,4249539.0
2023-06-02 14:35:35,396.26,396.38,396.26,396.32,3895648.0
2023-06-02 14:35:40,396.4,396.45,396.21,396.35,5489634.0
2023-06-02 14:35:45,396.35,396.4,396.21,396.28,3719086.0
2023-06-02 14:35:50,396.28,396.31,396.16,396.31,4427726.0
2023-06-02 14:35:55,396.31,396.44,396.31,396.35,5498298.0
2023-06-02 14:36:00,396.44,396.45,396.33,396.33,6030857.0
2023-06-02 14:36:05,396.33,396.5,396.33,396.45,5144249.0
2023-06-02 14:36:10,396.44,396.56,396.365,396.45,5676988.0
2023-06-02 14:36:15,396.45,396.55,396.43,396.495,4967766.0
2023-06-02 14:36:20,396.46,396.47,396.35,396.41,5323161.0
2023-06-02 14:36:25,396.42,396.48,396.3,396.34,4270609.0
2023-06-02 14:36:30,396.34,396.34,395.93,395.93,5338564.0
2023-06-02 14:36:35,395.95,396.09,395.91,396.09,4982991.0
2023-06-02 14:36:40,396.09,396.15,395.98,396.14,6229154.0
2023-06-02 14:36:45,396.195,396.24,396.15,396.22,4983738.0
2023-06-02 14:36:50,396.14,396.18,396.04,396.04,5518723.0
2023-06-02 14:36:55,396.04,396.11,396.01,396.11,4102307.0
2023-06-02 14:37:00,396.11,396.19,396.08,396.08,4816167.0
2023-06-02 14:37:05,396.01,396.03,395.93,395.96,5530288.0
2023-06-02 14:37:10,396.02,396.02,395.9,395.95,5352443.0
2023-06-02 14:37:15,395.95,395.95,395.87,395.9,4639547.0
2023-06-02 14:37:20,395.94,396.0,395.86,395.86,4462188.0
2023-06-02 14:37:25,395.86,396.16,395.86,396.16,6078006.0
2023-06-02 14:37:30,396.16,396.16,396.04,396.08,5005717.0
2023-06-02 14:37:35,396.08,396.08,396.01,396.01,4648443.0
2023-06-02 14:37:40,396.01,396.035,395.95,395.95,5185173.0
2023-06-02 14:37:45,396.02,396.04,395.95,396.02,5364344.0
2023-06-02 14:37:50,396.02,396.02,395.835,395.86,4649518.0
2023-06-02 14:37:55,395.86,396.04,395.83,396.04,5192271.0
2023-06-02 14:38:00,396.04,396.04,395.87,395.93,4655679.0
2023-06-02 14:38:05,395.93,396.04,395.93,395.98,3581699.0
2023-06-02 14:38:10,395.98,396.02,395.92,395.92,3761155.0
2023-06-02 14:38:15,395.92,395.97,395.88,395.92,4477905.0
2023-06-02 14:38:20,395.97,396.06,395.89,395.97,3045441.0
2023-06-02 14:38:25,395.97,396.07,395.97,396.06,5021603.0
2023-06-02 14:38:30,396.06,396.11,395.94,395.94,5560264.0
2023-06-02 14:38:35,395.94,395.94,395.87,395.87,4664029.0
2023-06-02 14:38:40,395.86,395.86,395.7,395.72,4126294.0
2023-06-02 14:38:45,395.72,395.77,395.52,395.52,5203554.0
2023-06-02 14:38:50,395.63,395.63,395.4,395.46,5563720.0
2023-06-02 14:38:55,395.46,395.58,395.46,395.54,4322092.0
2023-06-02 14:39:00,395.51,395.51,395.42,395.42,4683899.0
2023-06-02 14:39:05,395.42,395.5,395.39,395.47,5765181.0
2023-06-02 14:39:10,395.47,395.55,395.47,395.47,5585564.0
2023-06-02 14:39:15,395.48,395.54,395.48,395.52,4504977.0
2023-06-02 14:39:20,395.52,395.625,395.52,395.54,5586860.0
2023-06-02 14:39:25,395.54,395.6,395.47,395.6,4513818.0
2023-06-02 14:39:30,395.59,395.92,395.59,395.92,5959674.0
2023-06-02 14:39:35,395.88,396.08,395.88,396.01,7044641.0
2023-06-02 14:39:40,396.01,396.2,396.01,396.14,5058482.0
2023-06-02 14:39:45,396.16,396.23,396.06,396.22,5239738.0
2023-06-02 14:39:50,396.22,396.26,396.16,396.26,6143544.0
2023-06-02 14:39:55,396.26,396.35,396.22,396.29,5075545.0
2023-06-02 14:40:00,396.29,396.44,396.29,396.36,5620023.0
2023-06-02 14:40:05,396.36,396.4500000000001,396.21,396.21,5439445.0
2023-06-02 14:40:10,396.22,396.36,396.17,396.36,5258767.0
2023-06-02 14:40:15,396.36,396.43,396.22,396.22,5984715.0
2023-06-02 14:40:20,396.27,396.27,396.14,396.22,5260077.0
2023-06-02 14:40:25,396.22,396.22,395.85,395.96,6359679.0
2023-06-02 14:40:30,396.03,396.03,395.77,395.84,5815058.0
2023-06-02 14:40:35,395.79,396.275,395.79,396.275,5997172.0
2023-06-02 14:40:40,396.33,396.36,396.28,396.36,4725450.0
2023-06-02 14:40:45,396.35,396.4,396.3,396.32,4180443.0
2023-06-02 14:40:50,396.32,396.39,396.19,396.32,5453269.0
2023-06-02 14:40:55,396.32,396.52,396.26,396.52,4015567.0
2023-06-02 14:41:00,396.47,396.53,396.43,396.51,5111419.0
2023-06-02 14:41:05,396.57,396.63,396.49,396.53,5294655.0
2023-06-02 14:41:10,396.525,396.55,396.19,396.19,5113785.0
2023-06-02 14:41:15,396.25,396.33,396.21,396.33,4201218.0
2023-06-02 14:41:20,396.33,396.4,396.22,396.4,5115330.0
2023-06-02 14:41:25,396.4,396.5,396.25,396.25,4024314.0
2023-06-02 14:41:30,396.25,396.46,396.25,396.33,4756299.0
2023-06-02 14:41:35,396.33,396.4,396.25,396.36,4573878.0
2023-06-02 14:41:40,396.36,396.41,396.3,396.41,5672141.0
2023-06-02 14:41:45,396.41,396.465,396.38,396.44,2744757.0
2023-06-02 14:41:50,396.44,396.65,396.4,396.65,3659893.0
2023-06-02 14:41:55,396.65,396.66,396.52,396.66,5494857.0
2023-06-02 14:42:00,396.75,396.85,396.69,396.81,5495671.0
2023-06-02 14:42:05,396.775,396.81,396.75,396.76,5679542.0
2023-06-02 14:42:10,396.76,396.79,396.67,396.69,4947301.0
2023-06-02 14:42:15,396.69,396.72,396.53,396.7,5314584.0
2023-06-02 14:42:20,396.7,396.75,396.63,396.72,5315224.0
2023-06-02 14:42:25,396.72,396.72,396.6,396.64,5147116.0
2023-06-02 14:42:30,396.64,396.865,396.63,396.865,4044423.0
2023-06-02 14:42:35,396.865,396.87,396.71,396.8,6067021.0
2023-06-02 14:42:40,396.8,396.87,396.68,396.87,5148293.0
2023-06-02 14:42:45,396.87,396.87,396.77,396.85,5884870.0
2023-06-02 14:42:50,396.85,396.99,396.8,396.87,5518129.0
2023-06-02 14:42:55,396.85,396.92,396.83,396.86,5530953.0
2023-06-02 14:43:00,396.86,397.15,396.86,397.15,6270028.0
2023-06-02 14:43:05,397.15,397.205,397.05,397.12,6270648.0
2023-06-02 14:43:10,397.2,397.2,397.1,397.12,5718375.0
2023-06-02 14:43:15,397.08,397.37,397.06,397.305,6273703.0
2023-06-02 14:43:20,397.285,397.29,397.13,397.21,7013160.0
2023-06-02 14:43:25,397.21,397.38,397.19,397.38,7046133.0
2023-06-02 14:43:30,397.38,397.42,397.33,397.4,5378196.0
2023-06-02 14:43:35,397.4,397.48,397.255,397.34,6491768.0
2023-06-02 14:43:40,397.285,397.33,397.24,397.31,6307310.0
2023-06-02 14:43:45,397.405,397.45,397.33,397.38,5937364.0
2023-06-02 14:43:50,397.38,397.49,397.34,397.35,6495433.0
2023-06-02 14:43:55,397.39,397.41,397.31,397.38,7077553.0
2023-06-02 14:44:00,397.38,397.49,397.33,397.49,6520157.0
2023-06-02 14:44:05,397.49,397.69,397.42,397.69,5775708.0
2023-06-02 14:44:10,397.69,397.71,397.6,397.66,6148724.0
2023-06-02 14:44:15,397.69,397.69,397.62,397.62,6894606.0
2023-06-02 14:44:20,397.62,397.69,397.535,397.68,5777100.0
2023-06-02 14:44:25,397.68,397.7,397.58,397.64,4864018.0
2023-06-02 14:44:30,397.64,397.73,397.64,397.72,6549458.0
2023-06-02 14:44:35,397.72,397.77,397.67,397.7,5240057.0
2023-06-02 14:44:40,397.7,397.78,397.7,397.74,5427705.0
2023-06-02 14:44:45,397.74,397.78,397.71,397.73,5241544.0
2023-06-02 14:44:50,397.73,397.78,397.68,397.72,5803707.0
2023-06-02 14:44:55,397.71,398.08,397.71,398.08,7133193.0
2023-06-02 14:45:00,398.08,398.18,398.05,398.15,7698794.0
2023-06-02 14:45:05,398.15,398.18,397.97,398.01,6573180.0
2023-06-02 14:45:10,398.01,398.1,397.98,398.04,6573951.0
2023-06-02 14:45:15,398.03,398.19,398.02,398.18,6574750.0
2023-06-02 14:45:20,398.27,398.38,398.19,398.32,6387535.0
2023-06-02 14:45:25,398.29,398.49,398.24,398.465,6805690.0
2023-06-02 14:45:30,398.43,398.65,398.43,398.56,6429184.0
2023-06-02 14:45:35,398.58,398.59,398.32,398.39,6619168.0
2023-06-02 14:45:40,398.35,398.38,398.17,398.17,6998060.0
2023-06-02 14:45:45,398.17,398.37,398.14,398.37,6810150.0
2023-06-02 14:45:50,398.37,398.44,398.35,398.39,5676067.0
2023-06-02 14:45:55,398.39,398.4,398.3,398.36,6277833.0
2023-06-02 14:46:00,398.39,398.455,398.31,398.41,7422532.0
2023-06-02 14:46:05,398.41,398.47,398.37,398.46,7423130.0
2023-06-02 14:46:10,398.48,398.48,398.39,398.43,6091366.0
2023-06-02 14:46:15,398.43,398.47,398.23,398.27,6282034.0
2023-06-02 14:46:20,398.27,398.27,398.14,398.16,6472819.0
2023-06-02 14:46:25,398.18,398.2,398.07,398.18,5163843.0
2023-06-02 14:46:30,398.18,398.18,398.11,398.11,6120727.0
2023-06-02 14:46:35,398.11,398.12,397.9,398.01,6694965.0
2023-06-02 14:46:40,398.0,398.06,398.0,398.01,5165050.0
2023-06-02 14:46:45,398.01,398.22,398.01,398.22,5931424.0
