Timestamp,open,high,low,close,volume,VWMA,ma_pdif,abs_pdif,return,RSI,MACD,Signal,MA20,20dSTD,UpperBand,LowerBand,Momentum,ROC
2023-06-02 14:40:50,396.32,396.39,396.19,396.32,5453269.0,396.07,0.25,0.0,0.0,55.62,0.1,0.08,396.1,0.28,396.66,395.54,-0.04,-0.0001
2023-06-02 14:40:55,396.32,396.52,396.26,396.52,4015567.0,396.11,0.41,0.2,0.050464271295913576,58.72,0.12,0.09,396.15,0.26,396.67,395.63,0.31,0.0008
2023-06-02 14:41:00,396.47,396.53,396.43,396.51,5111419.0,396.15,0.36,0.01,-0.002521940885702456,57.4,0.13,0.1,396.2,0.23,396.66,395.74,0.15,0.0004
2023-06-02 14:41:05,396.57,396.63,396.49,396.53,5294655.0,396.2,0.33,0.02,0.005044008978338788,57.14,0.14,0.11,396.24,0.19,396.62,395.86,0.31,0.0008
2023-06-02 14:41:10,396.525,396.55,396.19,396.19,5113785.0,396.23,0.04,0.34,-0.08574382770534239,45.64,0.12,0.11,396.26,0.18,396.62,395.9,-0.03,-0.0001
2023-06-02 14:41:15,396.25,396.33,396.21,396.33,4201218.0,396.25,0.08,0.14,0.035336580933376105,53.09,0.12,0.11,396.27,0.17,396.61,395.93,0.37,0.0009
2023-06-02 14:41:20,396.33,396.4,396.22,396.4,5115330.0,396.27,0.13,0.07,0.017662049302358263,51.08,0.12,0.11,396.28,0.17,396.62,395.94,0.56,0.0014
2023-06-02 14:41:25,396.4,396.5,396.25,396.25,4024314.0,396.27,0.02,0.15,-0.037840565085767164,50.8,0.1,0.11,396.29,0.17,396.63,395.95,-0.025,-0.0001
2023-06-02 14:41:30,396.25,396.46,396.25,396.33,4756299.0,396.28,0.05,0.08,0.020189274447934835,52.82,0.1,0.11,396.29,0.17,396.63,395.95,-0.03,-0.0001
2023-06-02 14:41:35,396.33,396.4,396.25,396.36,4573878.0,396.28,0.08,0.03,0.007569449701017028,61.63,0.09,0.1,396.29,0.17,396.63,395.95,0.04,0.0001
2023-06-02 14:41:40,396.36,396.41,396.3,396.41,5672141.0,396.29,0.12,0.05,0.01261479463114945,67.27000000000001,0.09,0.1,396.3,0.17,396.64,395.96,0.09,0.0002
2023-06-02 14:41:45,396.41,396.465,396.38,396.44,2744757.0,396.29,0.15,0.03,0.007567922100837343,56.63,0.09,0.1,396.31,0.17,396.65,395.97,-0.08,-0.0002
2023-06-02 14:41:50,396.44,396.65,396.4,396.65,3659893.0,396.31,0.34,0.21,0.05297144586822178,60.58,0.11,0.1,396.32,0.19,396.7,395.94,0.14,0.0004
2023-06-02 14:41:55,396.65,396.66,396.52,396.66,5494857.0,396.32,0.34,0.01,0.002521114332543206,62.69,0.12,0.11,396.34,0.2,396.74,395.94,0.13,0.0003
2023-06-02 14:42:00,396.75,396.85,396.69,396.81,5495671.0,396.35,0.46,0.15,0.03781576160943878,66.44,0.14,0.11,396.37,0.22,396.81,395.93,0.62,0.0016
2023-06-02 14:42:05,396.775,396.81,396.75,396.76,5679542.0,396.38,0.38,0.05,-0.012600488898972806,58.96,0.16,0.12,396.41,0.22,396.85,395.97,0.43,0.0011
2023-06-02 14:42:10,396.76,396.79,396.67,396.69,4947301.0,396.42,0.27,0.07,-0.017642907551163045,56.43,0.16,0.13,396.46,0.18,396.82,396.1,0.29,0.0007
2023-06-02 14:42:15,396.69,396.72,396.53,396.7,5314584.0,396.47,0.23,0.01,0.0025208601174719902,56.12,0.16,0.14,396.48,0.18,396.84,396.12,0.45,0.0011
2023-06-02 14:42:20,396.7,396.75,396.63,396.72,5315224.0,396.5,0.22,0.02,0.005041593143451095,74.77,0.16,0.14,396.5,0.19,396.88,396.12,0.39,0.001
2023-06-02 14:42:25,396.72,396.72,396.6,396.64,5147116.0,396.51,0.13,0.08,-0.020165355918544403,65.35,0.15,0.14,396.51,0.18,396.87,396.15,0.28,0.0007
2023-06-02 14:42:30,396.64,396.865,396.63,396.865,4044423.0,396.53,0.34,0.225,0.05672650262202872,69.96000000000001,0.16,0.15,396.54,0.19,396.92,396.16,0.455,0.0011
2023-06-02 14:42:35,396.865,396.87,396.71,396.8,6067021.0,396.56,0.24,0.065,-0.016378365439129183,75.46000000000001,0.16,0.15,396.55,0.2,396.95,396.15,0.36,0.0009
2023-06-02 14:42:40,396.8,396.87,396.68,396.87,5148293.0,396.58,0.29,0.07,0.017641129032264224,75.23,0.16,0.15,396.57,0.21,396.99,396.15,0.22,0.0006
2023-06-02 14:42:45,396.87,396.87,396.77,396.85,5884870.0,396.6,0.25,0.02,-0.005039433567666229,73.11,0.16,0.15,396.59,0.22,397.03,396.15,0.19,0.0005
2023-06-02 14:42:50,396.85,396.99,396.8,396.87,5518129.0,396.61,0.26,0.02,0.005039687539376558,72.33,0.16,0.15,396.62,0.21,397.04,396.2,0.06,0.0002
2023-06-02 14:42:55,396.85,396.92,396.83,396.86,5530953.0,396.65,0.21,0.01,-0.0025197167838331147,70.78999999999999,0.16,0.16,396.65,0.21,397.07,396.23,0.1,0.0003
2023-06-02 14:43:00,396.86,397.15,396.86,397.15,6270028.0,396.69,0.46,0.29,0.07307362797963624,72.94,0.18,0.16,396.68,0.23,397.14,396.22,0.46,0.0012
2023-06-02 14:43:05,397.15,397.205,397.05,397.12,6270648.0,396.73,0.39,0.03,-0.007553820974437464,70.72,0.19,0.17,396.73,0.22,397.17,396.29,0.42,0.0011
2023-06-02 14:43:10,397.2,397.2,397.1,397.12,5718375.0,396.77,0.35,0.0,0.0,66.15,0.19,0.17,396.77,0.22,397.21,396.33,0.4,0.001
2023-06-02 14:43:15,397.08,397.37,397.06,397.305,6273703.0,396.82,0.49,0.185,0.04658541498792079,74.89,0.21,0.18,396.81,0.23,397.27,396.35,0.665,0.0017
2023-06-02 14:43:20,397.285,397.29,397.13,397.21,7013160.0,396.86,0.35,0.095,-0.023911101043283534,73.21000000000001,0.21,0.19,396.85,0.22,397.29,396.41,0.345,0.0009
2023-06-02 14:43:25,397.21,397.38,397.19,397.38,7046133.0,396.91,0.47,0.17,0.04279851967472492,76.56,0.23,0.19,396.9,0.23,397.36,396.44,0.58,0.0015
2023-06-02 14:43:30,397.38,397.42,397.33,397.4,5378196.0,396.95,0.45,0.02,0.00503296592682112,76.56,0.24,0.2,396.94,0.25,397.44,396.44,0.53,0.0013
2023-06-02 14:43:35,397.4,397.48,397.255,397.34,6491768.0,396.98,0.36,0.06,-0.015098137896329966,77.78,0.24,0.21,396.97,0.25,397.47,396.47,0.49,0.0012
2023-06-02 14:43:40,397.285,397.33,397.24,397.31,6307310.0,397.01,0.3,0.03,-0.007550208889106624,70.89,0.23,0.21,397.0,0.26,397.52,396.48,0.44,0.0011
2023-06-02 14:43:45,397.405,397.45,397.33,397.38,5937364.0,397.04,0.34,0.07,0.01761848430696933,77.1,0.23,0.22,397.03,0.27,397.57,396.49,0.52,0.0013
2023-06-02 14:43:50,397.38,397.49,397.34,397.35,6495433.0,397.07,0.28,0.03,-0.007549448890220578,73.3,0.23,0.22,397.06,0.26,397.58,396.54,0.2,0.0005
2023-06-02 14:43:55,397.39,397.41,397.31,397.38,7077553.0,397.1,0.28,0.03,0.007550018875046582,75.48,0.22,0.22,397.1,0.26,397.62,396.58,0.26,0.0007
2023-06-02 14:44:00,397.38,397.49,397.33,397.49,6520157.0,397.14,0.35,0.11,0.02768131259751616,77.43,0.22,0.22,397.13,0.26,397.65,396.61,0.37,0.0009
2023-06-02 14:44:05,397.49,397.69,397.42,397.69,5775708.0,397.18,0.51,0.2,0.05031573121336841,81.44,0.24,0.22,397.19,0.26,397.71,396.67,0.385,0.001
2023-06-02 14:44:10,397.69,397.71,397.6,397.66,6148724.0,397.22,0.44,0.03,-0.007543564082568288,74.06,0.25,0.23,397.23,0.27,397.77,396.69,0.45,0.0011
2023-06-02 14:44:15,397.69,397.69,397.62,397.62,6894606.0,397.26,0.36,0.04,-0.010058844238802767,73.36,0.25,0.23,397.27,0.26,397.79,396.75,0.24,0.0006
2023-06-02 14:44:20,397.62,397.69,397.535,397.68,5777100.0,397.3,0.38,0.06,0.015089784216093527,74.78,0.25,0.24,397.31,0.26,397.83,396.79,0.28,0.0007
2023-06-02 14:44:25,397.68,397.7,397.58,397.64,4864018.0,397.33,0.31,0.04,-0.010058338362506358,67.00999999999999,0.24,0.24,397.35,0.25,397.85,396.85,0.3,0.0008
2023-06-02 14:44:30,397.64,397.73,397.64,397.72,6549458.0,397.37,0.35,0.08,0.020118700331961392,76.28999999999999,0.24,0.24,397.39,0.23,397.85,396.93,0.41,0.001
2023-06-02 14:44:35,397.72,397.77,397.67,397.7,5240057.0,397.4,0.3,0.02,-0.005028663381279053,69.51,0.24,0.24,397.43,0.2,397.83,397.03,0.32,0.0008
2023-06-02 14:44:40,397.7,397.78,397.7,397.74,5427705.0,397.44,0.3,0.04,0.010057832537091471,70.24,0.24,0.24,397.46,0.2,397.86,397.06,0.39,0.001
2023-06-02 14:44:45,397.74,397.78,397.71,397.73,5241544.0,397.47,0.26,0.01,-0.0025142052597182385,74.68,0.23,0.24,397.49,0.2,397.89,397.09,0.35,0.0009
2023-06-02 14:44:50,397.73,397.78,397.68,397.72,5803707.0,397.49,0.23,0.01,-0.0025142684735857124,76.62,0.22,0.23,397.52,0.18,397.88,397.16,0.23,0.0006
2023-06-02 14:44:55,397.71,398.08,397.71,398.08,7133193.0,397.54,0.54,0.36,0.09051594086291193,83.02,0.24,0.23,397.56,0.21,397.98,397.14,0.39,0.001
2023-06-02 14:45:00,398.08,398.18,398.05,398.15,7698794.0,397.59,0.56,0.07,0.01758440514469939,86.36,0.26,0.24,397.61,0.23,398.07,397.15,0.49,0.0012
2023-06-02 14:45:05,398.15,398.18,397.97,398.01,6573180.0,397.63,0.38,0.14,-0.03516262715056451,76.03,0.26,0.24,397.64,0.24,398.12,397.16,0.39,0.001
2023-06-02 14:45:10,398.01,398.1,397.98,398.04,6573951.0,397.67,0.37,0.03,0.007537499057819197,74.34,0.26,0.25,397.67,0.25,398.17,397.17,0.36,0.0009
2023-06-02 14:45:15,398.03,398.19,398.02,398.18,6574750.0,397.7,0.48,0.14,0.035172344487977014,72.9,0.27,0.25,397.71,0.26,398.23,397.19,0.54,0.0014
2023-06-02 14:45:20,398.27,398.38,398.19,398.32,6387535.0,397.75,0.57,0.14,0.03515997789944603,77.97,0.28,0.26,397.76,0.28,398.32,397.2,0.6,0.0015
2023-06-02 14:45:25,398.29,398.49,398.24,398.465,6805690.0,397.81,0.65,0.145,0.036402892147013866,82.88,0.3,0.27,397.82,0.3,398.42,397.22,0.765,0.0019
2023-06-02 14:45:30,398.43,398.65,398.43,398.56,6429184.0,397.86,0.7,0.095,0.023841491724496677,83.33,0.32,0.28,397.88,0.33,398.54,397.22,0.82,0.0021
2023-06-02 14:45:35,398.58,398.59,398.32,398.39,6619168.0,397.92,0.47,0.17,-0.042653552790050675,75.86,0.32,0.29,397.93,0.32,398.57,397.29,0.66,0.0017
2023-06-02 14:45:40,398.35,398.38,398.17,398.17,6998060.0,397.96,0.21,0.22,-0.055222269635279986,64.15,0.3,0.29,397.96,0.31,398.58,397.34,0.45,0.0011
2023-06-02 14:45:45,398.17,398.37,398.14,398.37,6810150.0,398.0,0.37,0.2,0.05022980134112842,68.93,0.29,0.29,398.0,0.32,398.64,397.36,0.29,0.0007
2023-06-02 14:45:50,398.37,398.44,398.35,398.39,5676067.0,398.03,0.36,0.02,0.005020458367854808,68.57,0.29,0.29,398.03,0.32,398.67,397.39,0.24,0.0006
2023-06-02 14:45:55,398.39,398.4,398.3,398.36,6277833.0,398.07,0.29,0.03,-0.0075303094957179795,67.8,0.28,0.29,398.07,0.31,398.69,397.45,0.35,0.0009
2023-06-02 14:46:00,398.39,398.455,398.31,398.41,7422532.0,398.11,0.3,0.05,0.012551460990062324,69.06,0.27,0.28,398.11,0.3,398.71,397.51,0.37,0.0009
2023-06-02 14:46:05,398.41,398.47,398.37,398.46,7423130.0,398.15,0.31,0.05,0.012549885796020455,62.67,0.26,0.28,398.15,0.29,398.73,397.57,0.28,0.0007
2023-06-02 14:46:10,398.48,398.48,398.39,398.43,6091366.0,398.18,0.25,0.03,-0.007528986598392962,59.59,0.25,0.27,398.18,0.28,398.74,397.62,0.11,0.0003
2023-06-02 14:46:15,398.43,398.47,398.23,398.27,6282034.0,398.2,0.07,0.16,-0.04015761865322487,58.78,0.23,0.26,398.21,0.26,398.73,397.69,-0.195,-0.0005
2023-06-02 14:46:20,398.27,398.27,398.14,398.16,6472819.0,398.22,0.06,0.11,-0.027619454139138355,53.85,0.2,0.25,398.23,0.23,398.69,397.77,-0.4,-0.001
2023-06-02 14:46:25,398.18,398.2,398.07,398.18,5163843.0,398.24,0.06,0.02,0.0050231062889150024,50.0,0.18,0.24,398.26,0.2,398.66,397.86,-0.21,-0.0005
2023-06-02 14:46:30,398.18,398.18,398.11,398.11,6120727.0,398.25,0.14,0.07,-0.017579988949723013,42.34,0.15,0.22,398.28,0.16,398.6,397.96,-0.06,-0.0002
2023-06-02 14:46:35,398.11,398.12,397.9,398.01,6694965.0,398.26,0.25,0.1,-0.025118685790370687,32.83,0.12,0.2,398.27,0.17,398.61,397.93,-0.36,-0.0009
2023-06-02 14:46:40,398.0,398.06,398.0,398.01,5165050.0,398.26,0.25,0.0,0.0,27.64,0.1,0.18,398.26,0.17,398.6,397.92,-0.38,-0.001
2023-06-02 14:46:45,398.01,398.22,398.01,398.22,5931424.0,398.27,0.05,0.21,0.05276249340468997,43.31,0.09,0.16,398.28,0.16,398.6,397.96,-0.14,-0.0004
2023-06-02 14:46:50,398.22,398.24,398.04,398.11,6124320.0,398.27,0.16,0.11,-0.027622922002912276,47.41,0.08,0.15,398.28,0.16,398.6,397.96,-0.3,-0.0008
2023-06-02 14:46:55,398.11,398.38,398.11,398.26,6153790.0,398.28,0.02,0.15,0.037678028685528275,45.05,0.08,0.13,398.28,0.16,398.6,397.96,-0.2,-0.0005
2023-06-02 14:47:00,398.26,398.3,398.15,398.15,4231728.0,398.28,0.13,0.11,-0.02762014764224885,40.0,0.07,0.12,398.27,0.16,398.59,397.95,-0.28,-0.0007
2023-06-02 14:47:05,398.26,398.26,398.09,398.24,6348257.0,398.28,0.04,0.09,0.02260454602538431,45.24,0.07,0.11,398.26,0.15,398.56,397.96,-0.03,-0.0001
2023-06-02 14:47:10,398.24,398.24,398.08,398.21,5964417.0,398.27,0.06,0.03,-0.007533145841709388,41.94,0.07,0.1,398.25,0.14,398.53,397.97,0.05,0.0001
2023-06-02 14:47:15,398.21,398.25,398.11,398.11,6158146.0,398.25,0.14,0.1,-0.025112377891056692,36.43,0.06,0.09,398.23,0.14,398.51,397.95,-0.07,-0.0002
2023-06-02 14:47:20,398.11,398.29,398.11,398.25,5004495.0,398.24,0.01,0.14,0.03516616010650342,43.57,0.06,0.09,398.24,0.13,398.5,397.98,0.14,0.0004
2023-06-02 14:47:25,398.25,398.32,398.15,398.32,6180643.0,398.25,0.07,0.07,0.017576898932825102,51.91,0.06,0.08,398.23,0.13,398.49,397.97,0.31,0.0008
2023-06-02 14:47:30,398.32,398.32,398.19,398.19,5795151.0,398.24,0.05,0.13,-0.032637075718011666,51.13,0.06,0.08,398.22,0.13,398.48,397.96,0.18,0.0005
2023-06-02 14:47:35,398.19,398.23,398.12,398.23,6568340.0,398.23,0.0,0.04,0.010045455686991112,51.85,0.05,0.07,398.22,0.12,398.46,397.98,0.01,0.0
2023-06-02 14:47:40,398.17,398.235,398.16,398.23,5602822.0,398.22,0.01,0.0,0.0,54.69,0.05,0.07,398.21,0.11,398.43,397.99,0.12,0.0003
2023-06-02 14:47:45,398.22,398.27,398.21,398.255,5797575.0,398.21,0.05,0.025,0.00627777917283634,60.17,0.05,0.06,398.2,0.1,398.4,398.0,-0.005,-0.0
2023-06-02 14:47:50,398.22,398.33,398.22,398.29,5412229.0,398.2,0.09,0.035,0.008788339129450762,61.29,0.05,0.06,398.19,0.09,398.37,398.01,0.14,0.0004
2023-06-02 14:47:55,398.31,398.34,398.28,398.33,6196752.0,398.2,0.13,0.04,0.01004293354087693,55.14,0.06,0.06,398.19,0.09,398.37,398.01,0.09,0.0002
2023-06-02 14:48:00,398.33,398.44,398.33,398.34,5617466.0,398.2,0.14,0.01,0.002510481259254682,61.86,0.06,0.06,398.2,0.09,398.38,398.02,0.13,0.0003
2023-06-02 14:48:05,398.34,398.4,398.2,398.21,6780691.0,398.2,0.01,0.13,-0.032635437063810446,47.37,0.05,0.06,398.2,0.09,398.38,398.02,0.1,0.0003
2023-06-02 14:48:10,398.21,398.37,398.19,398.29,5813090.0,398.21,0.08,0.08,0.020089902312858676,57.61,0.05,0.06,398.21,0.09,398.39,398.03,0.04,0.0001
2023-06-02 14:48:15,398.29,398.36,398.18,398.235,6588949.0,398.21,0.03,0.055,-0.013809033618716882,49.72,0.05,0.06,398.22,0.08,398.38,398.06,-0.085,-0.0002
2023-06-02 14:48:20,398.18,398.24,398.14,398.16,5814929.0,398.22,0.06,0.075,-0.01883310105841307,47.31,0.03,0.05,398.23,0.07,398.37,398.09,-0.03,-0.0001
2023-06-02 14:48:25,398.16,398.4,398.16,398.32,6218269.0,398.24,0.08,0.16,0.04018485031143104,60.61,0.04,0.05,398.24,0.07,398.38,398.1,0.09,0.0002
2023-06-02 14:48:30,398.32,398.32,398.13,398.18,6996696.0,398.23,0.05,0.14,-0.03514762000401683,46.46,0.03,0.04,398.24,0.06,398.36,398.12,-0.05,-0.0001
2023-06-02 14:48:35,398.14,398.17,397.97,398.02,6997308.0,398.23,0.21,0.16,-0.04018283188508276,36.11,0.01,0.04,398.23,0.08,398.39,398.07,-0.235,-0.0006
2023-06-02 14:48:40,398.02,398.02,397.89,397.91,5831691.0,398.21,0.3,0.11,-0.027636802170738495,36.79,-0.01,0.03,398.22,0.11,398.44,398.0,-0.38,-0.001
2023-06-02 14:48:45,397.91,398.01,397.88,397.98,5832313.0,398.2,0.22,0.07,0.017591917770354293,38.53,-0.03,0.02,398.2,0.12,398.44,397.96,-0.35,-0.0009
2023-06-02 14:48:50,397.98,398.05,397.98,398.0,5832963.0,398.19,0.19,0.02,0.005025378159695393,39.64,-0.04,0.01,398.19,0.13,398.45,397.93,-0.34,-0.0009
2023-06-02 14:48:55,398.0,398.0,397.91,397.92,6433020.0,398.18,0.26,0.08,-0.020100502512554463,35.620000000000005,-0.05,-0.01,398.18,0.14,398.46,397.9,-0.29,-0.0007
2023-06-02 14:49:00,397.99,397.99,397.88,397.95,6823505.0,398.17,0.22,0.03,0.007539203860074117,35.34,-0.06,-0.02,398.17,0.15,398.47,397.87,-0.34,-0.0009
2023-06-02 14:49:05,397.95,398.05,397.95,398.035,6239042.0,398.16,0.12,0.085,0.021359467269777,37.76,-0.05,-0.02,398.15,0.15,398.45,397.85,-0.2,-0.0005
2023-06-02 14:49:10,398.035,398.06,397.98,398.02,6434961.0,398.14,0.12,0.015,-0.0037685128192355144,36.78,-0.05,-0.03,398.15,0.15,398.45,397.85,-0.14,-0.0004
2023-06-02 14:49:15,398.02,398.05,397.98,398.01,5460440.0,398.14,0.13,0.01,-0.0025124365609752175,40.83,-0.05,-0.03,398.13,0.15,398.43,397.83,-0.31,-0.0008
2023-06-02 14:49:20,397.87,397.96,397.82,397.89,6631419.0,398.12,0.23,0.12,-0.030149996231254583,32.3,-0.06,-0.04,398.12,0.16,398.44,397.8,-0.29,-0.0007
2023-06-02 14:49:25,397.89,397.92,397.61,397.61,5666826.0,398.09,0.48,0.28,-0.07037120812284359,26.939999999999998,-0.09,-0.05,398.08,0.19,398.46,397.7,-0.41,-0.001
2023-06-02 14:49:30,397.61,397.635,397.535,397.54,6450636.0,398.06,0.52,0.07,-0.017605191016323296,27.040000000000006,-0.12,-0.06,398.05,0.22,398.49,397.61,-0.37,-0.0009
2023-06-02 14:49:35,397.475,397.67,397.42,397.55,7428840.0,398.02,0.47,0.01,0.0025154701413621083,17.92,-0.14,-0.08,398.01,0.24,398.49,397.53,-0.43,-0.0011
2023-06-02 14:49:40,397.55,397.64,397.54,397.64,5865750.0,397.99,0.35,0.09,0.022638661803542348,26.519999999999996,-0.14,-0.09,397.97,0.24,398.45,397.49,-0.36,-0.0009
2023-06-02 14:49:45,397.61,397.69,397.59,397.59,6452930.0,397.95,0.36,0.05,-0.012574187707481421,29.33,-0.15,-0.1,397.94,0.24,398.42,397.46,-0.33,-0.0008
2023-06-02 14:49:50,397.59,397.59,397.44,397.44,6453481.0,397.92,0.48,0.15,-0.03772730702481519,28.239999999999995,-0.16,-0.11,397.9,0.25,398.4,397.4,-0.51,-0.0013
2023-06-02 14:49:55,397.44,397.47,397.33,397.38,7471102.0,397.87,0.49,0.06,-0.015096618357490765,21.959999999999994,-0.18,-0.13,397.86,0.27,398.4,397.32,-0.655,-0.0016
2023-06-02 14:50:00,397.38,397.38,397.1,397.1,7475329.0,397.81,0.71,0.28,-0.07046152297548458,16.17,-0.21,-0.14,397.8,0.31,398.42,397.18,-0.92,-0.0023
2023-06-02 14:50:05,397.1,397.26,397.06,397.12,6492319.0,397.76,0.64,0.02,0.005036514731804331,18.5,-0.23,-0.16,397.74,0.32,398.38,397.1,-0.89,-0.0022
2023-06-02 14:50:10,397.12,397.215,397.1,397.215,5705971.0,397.71,0.5,0.095,0.023922240128926298,22.47,-0.24,-0.18,397.7,0.32,398.34,397.06,-0.675,-0.0017
2023-06-02 14:50:15,397.215,397.28,397.19,397.25,6690479.0,397.66,0.41,0.035,0.008811349017534553,19.459999999999994,-0.24,-0.19,397.66,0.33,398.32,397.0,-0.36,-0.0009
2023-06-02 14:50:20,397.25,397.32,397.19,397.25,5903958.0,397.63,0.38,0.0,0.0,19.689999999999998,-0.24,-0.2,397.62,0.33,398.28,396.96,-0.29,-0.0007
2023-06-02 14:50:25,397.32,397.585,397.3,397.58,7102971.0,397.61,0.03,0.33,0.0830711139081064,36.48,-0.2,-0.2,397.6,0.32,398.24,396.96,0.03,0.0001
2023-06-02 14:50:30,397.58,397.58,397.28,397.34,6316393.0,397.58,0.24,0.24,-0.060365209517587726,33.92,-0.2,-0.2,397.57,0.31,398.19,396.95,-0.3,-0.0008
2023-06-02 14:50:35,397.34,397.44,397.31,397.37,4935131.0,397.56,0.19,0.03,0.007550208889117727,41.78,-0.19,-0.2,397.54,0.3,398.14,396.94,-0.22,-0.0006
2023-06-02 14:50:40,397.37,397.43,397.35,397.39,4737944.0,397.54,0.15,0.02,0.005033092583728305,44.68,-0.17,-0.19,397.52,0.29,398.1,396.94,-0.05,-0.0001
2023-06-02 14:50:45,397.39,397.57,397.37,397.56,6909828.0,397.52,0.04,0.17,0.04277913384835852,50.32,-0.15,-0.18,397.49,0.26,398.01,396.97,0.18,0.0005
2023-06-02 14:50:50,397.52,397.54,397.4,397.52,4541496.0,397.49,0.03,0.04,-0.010061374383740773,46.05,-0.13,-0.17,397.47,0.23,397.93,397.01,0.42,0.0011
2023-06-02 14:50:55,397.52,397.81,397.42,397.62,6525328.0,397.47,0.15,0.1,0.025155966995371593,50.96,-0.11,-0.16,397.45,0.2,397.85,397.05,0.5,0.0013
2023-06-02 14:51:00,397.63,397.64,397.55,397.58,6922457.0,397.45,0.13,0.04,-0.010059856144062351,54.79,-0.09,-0.15,397.43,0.17,397.77,397.09,0.365,0.0009
2023-06-02 14:51:05,397.58,398.05,397.58,398.05,6923948.0,397.46,0.59,0.47,0.11821520197192736,67.91,-0.04,-0.13,397.45,0.22,397.89,397.01,0.8,0.002
2023-06-02 14:51:10,398.05,398.23,398.0,398.23,6727322.0,397.5,0.73,0.18,0.04522044969224037,81.92,0.02,-0.1,397.49,0.28,398.05,396.93,0.98,0.0025
2023-06-02 14:51:15,398.23,398.29,398.16,398.22,6728020.0,397.53,0.69,0.01,-0.002511111669134536,81.25,0.06,-0.06,397.52,0.32,398.16,396.88,0.64,0.0016
2023-06-02 14:51:20,398.22,398.28,398.2,398.21,6135050.0,397.56,0.65,0.01,-0.002511174727548582,79.7,0.09,-0.03,397.55,0.36,398.27,396.83,0.87,0.0022
2023-06-02 14:51:25,398.21,398.28,398.18,398.23,6763823.0,397.59,0.64,0.02,0.005022475578231322,79.52,0.12,-0.0,397.58,0.39,398.36,396.8,0.86,0.0022
2023-06-02 14:51:30,398.23,398.265,398.21,398.265,5174345.0,397.62,0.64,0.035,0.008788890841970876,79.94,0.14,0.03,397.62,0.42,398.46,396.78,0.875,0.0022
2023-06-02 14:51:35,398.26,398.32,398.24,398.24,6169844.0,397.65,0.59,0.025,-0.006277227474160707,73.74,0.15,0.05,397.67,0.43,398.53,396.81,0.68,0.0017
2023-06-02 14:51:40,398.24,398.245,398.07,398.21,6967571.0,397.7,0.51,0.03,-0.007533145841709388,86.86,0.16,0.07,397.72,0.43,398.58,396.86,0.69,0.0017
2023-06-02 14:51:45,398.21,398.21,398.08,398.08,5972911.0,397.75,0.33,0.13,-0.03264609125838147,77.73,0.15,0.09,397.77,0.41,398.59,396.95,0.46,0.0012
2023-06-02 14:51:50,398.08,398.16,398.08,398.16,5774162.0,397.8,0.36,0.08,0.020096463022523103,78.73,0.15,0.1,397.82,0.4,398.62,397.02,0.58,0.0015
2023-06-02 14:51:55,398.12,398.12,398.04,398.04,4989572.0,397.84,0.2,0.12,-0.030138637733578832,68.6,0.14,0.11,397.86,0.38,398.62,397.1,-0.01,-0.0
2023-06-02 14:52:00,398.06,398.105,398.03,398.04,7185741.0,397.88,0.16,0.0,0.0,70.8,0.12,0.11,397.9,0.35,398.6,397.2,-0.19,-0.0005
2023-06-02 14:52:05,398.04,398.16,398.04,398.12,5389775.0,397.92,0.2,0.08,0.02009848256456781,70.33,0.12,0.11,397.92,0.34,398.6,397.24,-0.1,-0.0003
2023-06-02 14:52:10,398.13,398.19,398.13,398.16,5589715.0,397.95,0.21,0.04,0.010047221943132456,73.58,0.12,0.11,397.96,0.32,398.6,397.32,-0.05,-0.0001
2023-06-02 14:52:15,398.16,398.19,398.06,398.06,6987857.0,397.98,0.08,0.1,-0.025115531444652728,50.58,0.11,0.11,398.0,0.29,398.58,397.42,-0.17,-0.0004
2023-06-02 14:52:20,398.06,398.195,398.06,398.14,7388164.0,398.01,0.13,0.08,0.020097472742808264,44.08,0.11,0.11,398.04,0.25,398.54,397.54,-0.125,-0.0003
